source,item_id,title_id,title,creators,language,year,period,genre,non_english_title,subfield,biology_hits,subjects,volume_info,barcode,item_url,item_text_url,copyright_status,rights_statement,license_type,rights_holder,work_id,period_bin
BHL,54560,16158,"The conchologist's first book, or, A system of testaceous malachology, arranged expressly for the use of schools : in which the animals, according to Cuvier, are given with the shells, and a great number of new species added : with colored illustrations of two hundred and fifteen shells, presenting a correct type of each genus","Poe, Edgar Allan, 1809-1849; Brown, Thomas, 1785-1862; Duval, Peter S., 1804 or 1805-1886",ENG,1845,1830_1849,monograph_or_book,0,taxonomy_systematics,animal;animals,Mollusks,,conchologistsfir00poeedg,https://www.biodiversitylibrary.org/item/54560,https://www.biodiversitylibrary.org/itemtext/54560,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,16158,1830_1849
BHL,54565,16161,"Wodarch's introduction to the study of conchology : describing the orders, genera, and species of shells : with observations on the nature and properties of the animals; and directions for collecting, preserving, and cleaning shells","Wodarch, Charles.; Crouch, Edmund A. C.; Engelmann,; Mawe, John, 1764-1829",ENG,1831,1830_1849,textbook_manual,0,taxonomy_systematics,animal;animals;conchology,Shells; Shellfish,,wodarchsintroduc00wodar,https://www.biodiversitylibrary.org/item/54565,https://www.biodiversitylibrary.org/itemtext/54565,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,16161,1830_1849
BHL,52332,15331,Fur-farming in Canada,"Canada. Commission of Conservation. Committee on Fisheries, Game and Fur-bearing Animals.; Jones, J. Walter (John Walter), 1878-1954",ENG,1913,1910_1919,monograph_or_book,0,general_or_unknown,animal;animals,Canada; Fur farming; Fur-bearing animals,,furfarmingincana00canadac,https://www.biodiversitylibrary.org/item/52332,https://www.biodiversitylibrary.org/itemtext/52332,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,15331,1910_1929
BHL,52728,15162,The ornithology of Illinois,"Ridgway, Robert, 1850-1929",ENG,1885,1880_1889,monograph_or_book,0,general_or_unknown,ornithology,Birds; Illinois,v. 2 pt. 1 Gallinae-Pygopodes,ornithologyofill21ridgw,https://www.biodiversitylibrary.org/item/52728,https://www.biodiversitylibrary.org/itemtext/52728,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,15162,1870_1889
BHL,52067,15229,The illustrated natural history,"Wood, J. G. (John George), 1827-1889; Goode, G. Brown (George Brown), 1851-1896",ENG,1862,1860_1869,monograph_or_book,0,natural_history_ecology_behavior,natural history;zoology,Pictorial works; Popular works; Zoology,v.2 (1862),illustratednatur02wood,https://www.biodiversitylibrary.org/item/52067,https://www.biodiversitylibrary.org/itemtext/52067,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,15229,1850_1869
BHL,52149,15274,"Hortus Gramineus Woburnensis; or, An account of the results of experiments on the produce and nutritive qualities of different grasses and other plants used as the food of the more valuable domestic animals; instituted by John, Duke of Bedford ...","Sinclair, George, 1786-1834",ENG,1824,1800_1829,monograph_or_book,0,general_or_unknown,animal;animals,Gramineae; Forage plants; Woburn Abbey,,hortusgramineusw00sinc,https://www.biodiversitylibrary.org/item/52149,https://www.biodiversitylibrary.org/itemtext/52149,Public domain. The BHL considers that this work is no longer under copyright protection.,https://www.biodiversitylibrary.org/permissions/,,,15274,1800_1829
BHL,73532,29990,"Experimental evolution; lectures delivered in the ""Summer School of Art and Science"", University Hall, Edinburgh (August, 1891)","Varigny, Henry de, 1855-",ENG,1892,1890_1899,popular_or_essay,0,evolution_adaptation,biology;evolution,Evolution; Variation (Biology),,experimentalevol00varirich,https://www.biodiversitylibrary.org/item/73532,https://www.biodiversitylibrary.org/itemtext/73532,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,29990,1890_1909
BHL,66914,25288,A guide to the domesticated animals (other than horses) exhibited in the central and north halls of the British Museum (Natural History),"British Museum (Natural History). Department of Zoology.; Lydekker, Richard, 1849-1915",ENG,1908,1900_1909,monograph_or_book,0,natural_history_ecology_behavior,animal;animals;natural history,Domestic animals; Exhibitions,,guidetodomestica00brituoft,https://www.biodiversitylibrary.org/item/66914,https://www.biodiversitylibrary.org/itemtext/66914,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,25288,1890_1909
BHL,52916,15604,American carnation culture. The evolution of Dianthus caryophyllus semperflorens,"Lamborn, L. L. (Levi Leslie), 1829-1910",ENG,1901,1900_1909,monograph_or_book,0,evolution_adaptation,evolution,Carnations; Dianthus; Culture,,americancarnatio00lamb,https://www.biodiversitylibrary.org/item/52916,https://www.biodiversitylibrary.org/itemtext/52916,Public domain. The BHL considers that this work is no longer under copyright protection.,https://www.biodiversitylibrary.org/permissions/,,,15604,1890_1909
BHL,54876,16241,"The fur seals and other life of the Pribilof islands, Alaska, in 1914","Osgood, Wilfred Hudson, 1875-1947; Preble, Edward Alexander, 1871-1957; Parker, George Howard, 1864-1955; MacDonald, Rose Mortimer Ellzey.",ENG,1915,1910_1919,monograph_or_book,0,general_or_unknown,zoology,Pribilof Islands; Zoology; Sealing,,fursealsotherlif00osgo,https://www.biodiversitylibrary.org/item/54876,https://www.biodiversitylibrary.org/itemtext/54876,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,16241,1910_1929
BHL,54885,16245,The Cumacea of the Siboga-expedition,"Calman, W. T. (William Thomas), 1871-1952",ENG,1905,1900_1909,monograph_or_book,0,general_or_unknown,zoology,Cumacea; Indonesia; Zoology,,cumaceaofsibogae00calm,https://www.biodiversitylibrary.org/item/54885,https://www.biodiversitylibrary.org/itemtext/54885,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,16245,1890_1909
BHL,54891,16247,"[An illustrated, enlarged, and English edition of Lamarck's Species of shells : comprising the whole of the recent additions in Deshayes' last French edition, with numerous species not noticed by that naturalist, accompanied by accurate delineations of almost all the shells described, and forming the third edition of the Index testaceologicus, with illustrations by W. Wood]","Hanley, Sylvanus, 1819-1899; Lamarck, Jean-Baptiste-Pierre-Antoine de Monet de 1744-1829; Wood, W. (William), 1774-1857",ENG,1843,1830_1849,monograph_or_book,0,taxonomy_systematics,classification,Classification; Mollusks,,anillustratedenl00hanl,https://www.biodiversitylibrary.org/item/54891,https://www.biodiversitylibrary.org/itemtext/54891,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,16247,1830_1849
BHL,55090,16294,An introduction to the study of fishes,"Günther, Albert C. L. G. (Albert Carl Ludwig Gotthilf), 1830-1914",ENG,1880,1880_1889,textbook_manual,0,general_or_unknown,ichthyology,Fishes; Ichthyology; Study and teaching,,introductiontost00gnthe,https://www.biodiversitylibrary.org/item/55090,https://www.biodiversitylibrary.org/itemtext/55090,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,16294,1870_1889
BHL,54167,11627,Marine investigations in South Africa,Cape of Good Hope (South Africa). Department of Agriculture.,ENG,1908,1900_1909,monograph_or_book,0,general_or_unknown,biology,Crustacea; Fishes; Marine biology,v.4 (1908),marineinvestigat04ca,https://www.biodiversitylibrary.org/item/54167,https://www.biodiversitylibrary.org/itemtext/54167,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,11627,1890_1909
BHL,54488,16121,"The littoral marine fauna of Provincetown, Cape Cod, Massachusetts","Rathbun, Richard, 1852-1918; United States National Museum",ENG,1881,1880_1889,monograph_or_book,0,natural_history_ecology_behavior,animal;animals;fauna,Marine animals; Massachusetts,,littoralmarinefa00rath,https://www.biodiversitylibrary.org/item/54488,https://www.biodiversitylibrary.org/itemtext/54488,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,16121,1870_1889
BHL,59671,19821,"Petrifactions and their teachings, or, A hand-book to the gallery of organic remains of the British Museum","Mantell, Gideon Algernon, 1790-1852; British Museum (Natural History). Department of Zoology.",ENG,1851,1850_1859,monograph_or_book,0,paleontology,paleontology,Catalogs and collections; Great Britain; Fossils; Paleontology,,petrifactionsthe00mantrich,https://www.biodiversitylibrary.org/item/59671,https://www.biodiversitylibrary.org/itemtext/59671,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,19821,1850_1869
BHL,54051,15996,"Conchologia systematica, or Complete system of conchology: in which the Lepades and conchiferous Mollusca are described and classified according to their natural organization and habits","Reeve, Lowell Augustus 1814-1865; Sowerby, G. B. (George Brettingham), 1812-1884",ENG,1841,1830_1849,monograph_or_book,0,natural_history_ecology_behavior,conchology,Mollusks; Shells,v.1 (1841),conchologiasyste01reev,https://www.biodiversitylibrary.org/item/54051,https://www.biodiversitylibrary.org/itemtext/54051,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,15996,1830_1849
BHL,54210,16045,"Initiamenta conchologica, or, Elements of conchology : comprising the physiological history of shells and their molluscous inhabitants : their structure, geographical distribution, habits, characters, affinities, arrangement, and enumeration of species","Reeve, Lowell Augustus 1814-1865; Reeve, Lowell Augustus 1814-1865; Sowerby, G. B. (George Brettingham), 1812-1884; Adams, Arthur, 1820-1878",ENG,1846,1830_1849,monograph_or_book,0,taxonomy_systematics,classification;conchology,Classification; Mollusks,,initiamentaconch00reev,https://www.biodiversitylibrary.org/item/54210,https://www.biodiversitylibrary.org/itemtext/54210,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,16045,1830_1849
BHL,54233,16033,"Materials for a carcinological fauna of India, no. 1-2...","Alcock, A. (Alfred), 1859-1933",ENG,1895,1890_1899,monograph_or_book,0,natural_history_ecology_behavior,fauna,Crabs,no.1-2 (1895-1896),materialsforcarc112alco,https://www.biodiversitylibrary.org/item/54233,https://www.biodiversitylibrary.org/itemtext/54233,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,16033,1890_1909
BHL,53180,15731,"Guide to the whales, porpoises, and dolphins (order Cetacea), exhibited in the Department of Zoology, British Museum (Natural History)","British Museum (Natural History). Department of Zoology.; Lydekker, Richard, 1849-1915",ENG,1909,1900_1909,monograph_or_book,0,natural_history_ecology_behavior,natural history;zoology,Cetacea,,guidetowhalespor00brit,https://www.biodiversitylibrary.org/item/53180,https://www.biodiversitylibrary.org/itemtext/53180,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,15731,1890_1909
BHL,53222,15752,"The animal kingdom; based upon the writings of the eminent naturalists, Audubon, Wallace, Brehm, Wood and others","Craig, Hugh.",ENG,1897,1890_1899,monograph_or_book,0,general_or_unknown,animal;zoology,Mammals; Zoology,v.1 (1897),animalkingdombas01crai,https://www.biodiversitylibrary.org/item/53222,https://www.biodiversitylibrary.org/itemtext/53222,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,15752,1890_1909
BHL,52675,100009,"[Philip Pearsall Carpenter's illustrations of mollusk specimens, accompanied by species indexes to selected works by Carpenter]","Carpenter, Philip P. (Philip Pearsall), 1819-1877",ENG,1857,1850_1859,monograph_or_book,0,taxonomy_systematics,natural history;zoology,"1814-1853; (Charles Baker),; Adams, C. B; Caecidae; British Museum (Natural History); Catalogs; Catalogs and collections; Department of Zoology; Mollusks; Natural history collections; Pictorial works; Reigen, Frederick",,catalogueofcolle42brit,https://www.biodiversitylibrary.org/item/52675,https://www.biodiversitylibrary.org/itemtext/52675,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,100009,1850_1869
BHL,69566,27147,"Guide to the exhibited series of insects in the Department of Zoology, British Museum (Nat. Hist.)","British Museum (Natural History). Department of Zoology.; Waterhouse, Charles Owen, 1843-1917",ENG,1909,1900_1909,monograph_or_book,0,general_or_unknown,zoology,Insects,,guidetoexhibited00britrich,https://www.biodiversitylibrary.org/item/69566,https://www.biodiversitylibrary.org/itemtext/69566,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,27147,1890_1909
BHL,53027,15677,Extinct Pennsylvania animals,"Shoemaker, Henry W., 1880-1958",ENG,1917,1910_1919,monograph_or_book,0,paleontology,animal;animals;zoology,Pennsylvania; Zoology,pt.1 (1917),extinctpennsylva01shoe,https://www.biodiversitylibrary.org/item/53027,https://www.biodiversitylibrary.org/itemtext/53027,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,15677,1910_1929
BHL,69474,27080,"Zoological results based on material from New Britain, New Guinea, Loyalty Islands and elsewhere, collected during the years 1895, 1896, and 1897","Willey, Arthur, 1867-1942",ENG,1898,1890_1899,monograph_or_book,0,general_or_unknown,zoology,Bismark Archipelago; Loyalty Islands; New Guinea; Zoology,pt.1-3 [pt. 1 Incomplete] (1898-1899),zoologicalresult01willuoft,https://www.biodiversitylibrary.org/item/69474,https://www.biodiversitylibrary.org/itemtext/69474,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,27080,1890_1909
BHL,51752,15051,Figures and descriptions of Canadian organic remains,"Billings, E. (Elkanah), 1820-1876; Hall, James, 1811-1898; Jones, T. Rupert (Thomas Rupert), 1819-1911; Salter, John William, 1820-1869; Thompson, John Vaughan, 1779-1847; Geological Survey of Canada",ENG,1865,1860_1869,monograph_or_book,0,paleontology,paleontology,Canada; Ordovician; Paleontology; Silurian; Paleontologie,v.2 (1965),figuresdescripti65salt,https://www.biodiversitylibrary.org/item/51752,https://www.biodiversitylibrary.org/itemtext/51752,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,15051,1850_1869
BHL,51802,15089,Natural history of the Mammalia of India and Ceylon,"Sterndale, Robert Armitage, 1839-1902",ENG,1884,1880_1889,monograph_or_book,0,natural_history_ecology_behavior,natural history,Mammals; India; Sri Lanka,,naturalhistoryof00ster,https://www.biodiversitylibrary.org/item/51802,https://www.biodiversitylibrary.org/itemtext/51802,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,15089,1870_1889
BHL,51921,15162,The ornithology of Illinois,"Ridgway, Robert, 1850-1929",ENG,1889,1880_1889,monograph_or_book,0,general_or_unknown,ornithology,Birds; Illinois,1 [inc.],ornithologyofill01ridgw,https://www.biodiversitylibrary.org/item/51921,https://www.biodiversitylibrary.org/itemtext/51921,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,15162,1870_1889
BHL,52144,15269,"Observations on the Terataspis grandis, Hall, the largest known trilobite","Clarke, John Mason, 1857-1925",ENG,1890,1890_1899,monograph_or_book,0,paleontology,paleontology,Paleontology; New York (State); Trilobites,,observationsonte00clar,https://www.biodiversitylibrary.org/item/52144,https://www.biodiversitylibrary.org/itemtext/52144,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,15269,1890_1909
BHL,52226,15297,"An introduction to the study of zoology, illustrated by the crayfish","Huxley, Thomas Henry, 1825-1895",ENG,1895,1890_1899,textbook_manual,0,general_or_unknown,zoology,Crayfish; Zoology,,introductiontost00huxl,https://www.biodiversitylibrary.org/item/52226,https://www.biodiversitylibrary.org/itemtext/52226,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,15297,1890_1909
BHL,310425,192847,"An essay towards a natural history of the corallines, and other marine productions of the like kind : commonly found on the coasts of Great Britain and Ireland. To which is added the description of a large marine polype taken near the North Pole, by the whale-fishers, in the summer 1753","Ellis, John, 1710?-1776",ENG,1755,1750_1799,popular_or_essay,0,natural_history_ecology_behavior,animal;animals;natural history,Bryozoa; Cnidaria; Coralline algae; Ctenophora; Imprint 1755; Marine animals; Great Britain; Ireland,,essaytowardsnat00elli,https://www.biodiversitylibrary.org/item/310425,https://www.biodiversitylibrary.org/itemtext/310425,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,192847,1750_1799
BHL,66765,25201,"Goldsmith's history of the earth and animated nature, abridged : containing the natural history of animals, birds, fishes, reptiles, and insects; on the plan recommended by Miss Hannah More.  For the use of schools, and youth of both sexes.  By Mrs. Pilkington.  A new ed., with plates","Goldsmith, Oliver, 1728-1774; Pilkington, Mary (Hopkins) 1766-1839",ENG,1807,1800_1829,monograph_or_book,0,natural_history_ecology_behavior,animal;animals;natural history;zoology,Physical geography; Zoology,,goldsmithshistor00golduoft,https://www.biodiversitylibrary.org/item/66765,https://www.biodiversitylibrary.org/itemtext/66765,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,25201,1800_1829
BHL,67043,13281,"Guide to the gallery of birds in the department of zoology, British Museum (Natural History)",British Museum (Natural History). Department of Zoology.,ENG,1921,1920_1929,monograph_or_book,0,natural_history_ecology_behavior,natural history;zoology,Birds,pt.1 (1921),guidetogalleryof01brituoft,https://www.biodiversitylibrary.org/item/67043,https://www.biodiversitylibrary.org/itemtext/67043,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,13281,1910_1929
BHL,51797,15086,Johannes Müller on certain variations in the vocal organs of the Passeres that have hitherto escaped notice,"Müller, Johannes, Physiologist.; Garrod, A. H. (Alfred Henry), 1846-1879",ENG,1878,1870_1879,monograph_or_book,0,comparative_anatomy_morphology,anatomy,Anatomy; Birds; Passeriformes; Larynx,,johannesmllero00ml,https://www.biodiversitylibrary.org/item/51797,https://www.biodiversitylibrary.org/itemtext/51797,Public domain. The BHL considers that this work is no longer under copyright protection.,,,,15086,1870_1889
