source,item_id,title_id,title,creators,language,year,period,genre,subfield,biology_hits,subjects,volume_info,barcode,item_url,item_text_url,copyright_status,rights_statement,license_type,rights_holder
BHL,15657,14923,Natural history,"British National Antarctic Expedition (1901-1904); Bell, F. J. (Francis Jeffrey), 1855-1924; Fletcher, L. Sir, (Lazarus), 1854-1921; Fletcher, L. 1854-1921; British Museum (Natural History)",ENG,1910,1910_1919,monograph_or_book,natural_history_ecology_behavior,natural history;zoology,Antarctica; Botany; Geology; Zoology,v.5 (1910),naturalhistory05brit,https://www.biodiversitylibrary.org/item/15657,https://www.biodiversitylibrary.org/itemtext/15657,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,15692,1042,The sea-beach at ebb-tide : a guide to the study of the seaweeds and the lower animal life found between tidemarks,"Arnold, Augusta Foote, 1844-1903",ENG,1901,1900_1909,monograph_or_book,general_or_unknown,animal;animals;biology,Marine plants; Marine animals; Seashore biology,,seabeachatebbtid00arno,https://www.biodiversitylibrary.org/item/15692,https://www.biodiversitylibrary.org/itemtext/15692,Public domain.  The BHL considers that this work is no longer under copyright protection.,,,
BHL,15754,1087,Text-book of the embryology of man and mammals,"Hertwig, Oscar, 1849-1922; Mark, E. L. (Edward Laurens), 1847-1946",ENG,1899,1890_1899,textbook_manual,embryology_development,embryology,Embryology,,textbookofembryo00hert,https://www.biodiversitylibrary.org/item/15754,https://www.biodiversitylibrary.org/itemtext/15754,Public domain.  The BHL considers that this work is no longer under copyright protection.,,,
BHL,15855,6206,The Biological bulletin,"Lillie, Frank Rattray, 1870-1947; Moore, Carl Richard; Redfield, Alfred C. (Alfred Clarence) 1890-1983; Marine Biological Laboratory (Woods Hole, Mass.)",ENG,1924,1920_1929,journal_or_proceedings_volume,general_or_unknown,biology;zoology,Biology; Marine biology; Periodicals; Zoology,v. 46 (1924),biologicalbullet46mari,https://www.biodiversitylibrary.org/item/15855,https://www.biodiversitylibrary.org/itemtext/15855,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,15864,6206,The Biological bulletin,"Lillie, Frank Rattray, 1870-1947; Moore, Carl Richard; Redfield, Alfred C. (Alfred Clarence) 1890-1983; Marine Biological Laboratory (Woods Hole, Mass.)",ENG,1927,1920_1929,journal_or_proceedings_volume,general_or_unknown,biology;zoology,Biology; Marine biology; Periodicals; Zoology,v. 52 (1927),biologicalbullet52mari,https://www.biodiversitylibrary.org/item/15864,https://www.biodiversitylibrary.org/itemtext/15864,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,15920,14923,Natural history,"British National Antarctic Expedition (1901-1904); Bell, F. J. (Francis Jeffrey), 1855-1924; Fletcher, L. Sir, (Lazarus), 1854-1921; Fletcher, L. 1854-1921; British Museum (Natural History)",ENG,1912,1910_1919,monograph_or_book,natural_history_ecology_behavior,natural history;zoology,Antarctica; Botany; Geology; Zoology,v.6 (1912),naturalhistory06brit,https://www.biodiversitylibrary.org/item/15920,https://www.biodiversitylibrary.org/itemtext/15920,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,15953,7048,"Wissenschaftliche Ergebnisse der Deutschen Zentral-Africa-Expedition, 1907-1908 : unter Führung Adolf Friedrichs, Herzogs zu Mecklenburg","Friedrich, Adolf Duke of Mecklenburg-Schwerin, 1873-1969",ENG,1913,1910_1919,monograph_or_book,general_or_unknown,zoology,"Africa, Central; Botany; Deutsche Zentral-Afrika-Expedition (1907-1908); Ethnology; German East Africa; Zoology",Bd.4 (1913),wissenschaftlich04adol,https://www.biodiversitylibrary.org/item/15953,https://www.biodiversitylibrary.org/itemtext/15953,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,15962,1166,"American animals: a popular guide to the mammals of North America north of Mexico, with intimate biographies of the more familiar species","Stone, Witmer. 1866-1939; Cram, William Everett, 1871-1947",ENG,1904,1900_1909,popular_or_essay,taxonomy_systematics,animal;animals,Mammals; North America,,americananimalsp00ston,https://www.biodiversitylibrary.org/item/15962,https://www.biodiversitylibrary.org/itemtext/15962,Public domain.  The BHL considers that this work is no longer under copyright protection.,,,
BHL,15976,1179,"Defensive ferments of the animal organism against substances out of harmony with the body, the blood-plasma and the cells; their demonstration, and their diagnostic significance for testing the functions of different organs","Abderhalden, Emil, 1877-1950; Gavronsky, J. O.; Lanchester, William Forster, 1875-1953",ENG,1914,1910_1919,monograph_or_book,physiology,animal,Enzyme inhibitors,,defensiveferment00abde,https://www.biodiversitylibrary.org/item/15976,https://www.biodiversitylibrary.org/itemtext/15976,Public domain.  The BHL considers that this work is no longer under copyright protection.,,,
BHL,15993,3747,Form and function : a contribution to the history of animal morphology,"Russell, E. S. (Edward Stuart), 1887-1954",ENG,1916,1910_1919,monograph_or_book,physiology,animal;animals;morphology,Morphology (Animals),,formfunctioncont00russ,https://www.biodiversitylibrary.org/item/15993,https://www.biodiversitylibrary.org/itemtext/15993,Public domain.  The BHL considers that this work is no longer under copyright protection.,,,
BHL,16001,55072,Animal intelligence; experimental studies,"Thorndike, Edward L. (Edward Lee), 1874-1949",ENG,1911,1910_1919,monograph_or_book,general_or_unknown,animal,Animal intelligence,,animalintelligen00thor,https://www.biodiversitylibrary.org/item/16001,https://www.biodiversitylibrary.org/itemtext/16001,Public domain.  The BHL considers that this work is no longer under copyright protection.,,,
BHL,16061,1091,The Cambridge natural history,"Harmer, S. F. (Sidney Frederic), 1862-1950; Shipley, A. E. Sir, (Arthur Everett), 1861-1927",ENG,1909,1900_1909,monograph_or_book,natural_history_ecology_behavior,natural history;zoology,Zoology; Zoologia Geral,v.4 (1909),cambridgenatural04harm,https://www.biodiversitylibrary.org/item/16061,https://www.biodiversitylibrary.org/itemtext/16061,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,16062,1091,The Cambridge natural history,"Harmer, S. F. (Sidney Frederic), 1862-1950; Shipley, A. E. Sir, (Arthur Everett), 1861-1927",ENG,1902,1900_1909,monograph_or_book,natural_history_ecology_behavior,natural history;zoology,Zoology; Zoologia Geral,v.10 (1902),cambridgenatural10harm,https://www.biodiversitylibrary.org/item/16062,https://www.biodiversitylibrary.org/itemtext/16062,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,16168,1321,The elements of insect anatomy; an outline for the use of students in entomological laboratories,"Comstock, John Henry, 1849-1931",ENG,1910,1910_1919,monograph_or_book,comparative_anatomy_morphology,anatomy,,,elementsofinsect00coms,https://www.biodiversitylibrary.org/item/16168,https://www.biodiversitylibrary.org/itemtext/16168,Public domain.  The BHL considers that this work is no longer under copyright protection.,,,
BHL,16171,1324,... North Pacific ophiurans in the collection of the United States National museum,"Clark, Hubert Lyman, 1870-1947",ENG,1911,1910_1919,monograph_or_book,general_or_unknown,animal;animals,Marine animals; North Pacific Ocean; Ophiuroidea,,northpacificophi00clar,https://www.biodiversitylibrary.org/item/16171,https://www.biodiversitylibrary.org/itemtext/16171,Public domain.  The BHL considers that this work is no longer under copyright protection.,,,
BHL,16222,1360,Variation in animals and plants,"Vernon, Horace Middleton, 1870-",ENG,1902,1900_1909,monograph_or_book,general_or_unknown,animal;animals;biology,Variation (Biology),,variationinanima00vern,https://www.biodiversitylibrary.org/item/16222,https://www.biodiversitylibrary.org/itemtext/16222,Public domain.  The BHL considers that this work is no longer under copyright protection.,,,
BHL,15556,959,Origin of species,"Darwin, Charles, 1809-1882",ENG,1900,1900_1909,monograph_or_book,evolution_adaptation,evolution,Evolution; Natural selection,,originofspecies1900darw,https://www.biodiversitylibrary.org/item/15556,https://www.biodiversitylibrary.org/itemtext/15556,Public domain.  The BHL considers that this work is no longer under copyright protection.,,,
BHL,15671,1025,Studies in animal life.  By George Henry Lewes,"Lewes, George Henry, 1817-1878",ENG,1860,1860_1869,monograph_or_book,general_or_unknown,animal,,,studiesinanimall00lewe,https://www.biodiversitylibrary.org/item/15671,https://www.biodiversitylibrary.org/itemtext/15671,Public domain.  The BHL considers that this work is no longer under copyright protection.,,,
BHL,15682,927,The British freshwater Rhizopoda and Heliozoa,"Cash, James, 1839-1909; Hopkinson, John, 1844-1919; Wailes, G. H.; Ray Society.",ENG,1905,1900_1909,monograph_or_book,general_or_unknown,animal;animals,Freshwater animals; Great Britain; Heliozoa; Rhizopoda,2,britishfreshwate02cash,https://www.biodiversitylibrary.org/item/15682,https://www.biodiversitylibrary.org/itemtext/15682,Public domain.  The BHL considers that this work is no longer under copyright protection.,,,
BHL,15796,1105,The fur seals and fur-seal islands of the North Pacific ocean,"Jordan, David Starr, 1851-1931; Clark, George A. (George Archibald), 1864-1918; Stejneger, Leonhard, 1851-1943; U.S. Coast and Geodetic Survey; United States. Department of the Treasury.",ENG,1898,1890_1899,monograph_or_book,general_or_unknown,animal;animals,Sealing; Seals (Animals),2,fursealsfurseali02usco,https://www.biodiversitylibrary.org/item/15796,https://www.biodiversitylibrary.org/itemtext/15796,Public domain.  The BHL considers that this work is no longer under copyright protection.,,,
BHL,15808,1073,Report to the government of Baroda on the marine zoology of Okhamandal in Kattiawar,"Hornell, James, 1865-1949",ENG,1909,1900_1909,monograph_or_book,general_or_unknown,animal;animals;zoology,India; Indian Ocean; Marine animals; Social life and customs,pt. 1,reporttogovernme01horn,https://www.biodiversitylibrary.org/item/15808,https://www.biodiversitylibrary.org/itemtext/15808,Public domain.  The BHL considers that this work is no longer under copyright protection.,,,
BHL,15857,6206,The Biological bulletin,"Lillie, Frank Rattray, 1870-1947; Moore, Carl Richard; Redfield, Alfred C. (Alfred Clarence) 1890-1983; Marine Biological Laboratory (Woods Hole, Mass.)",ENG,1925,1920_1929,journal_or_proceedings_volume,general_or_unknown,biology;zoology,Biology; Marine biology; Periodicals; Zoology,v. 49 (1925),biologicalbullet49mari,https://www.biodiversitylibrary.org/item/15857,https://www.biodiversitylibrary.org/itemtext/15857,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,15870,6206,The Biological bulletin,"Lillie, Frank Rattray, 1870-1947; Moore, Carl Richard; Redfield, Alfred C. (Alfred Clarence) 1890-1983; Marine Biological Laboratory (Woods Hole, Mass.)",ENG,1925,1920_1929,journal_or_proceedings_volume,general_or_unknown,biology;zoology,Biology; Marine biology; Periodicals; Zoology,v. 48 (1925),biologicalbullet48mari,https://www.biodiversitylibrary.org/item/15870,https://www.biodiversitylibrary.org/itemtext/15870,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,15883,1134,The evolution of bird-song : with observations on the influence of heredity and limitation,"Witchell, Charles A. (Charles Aldolphus), 1862-1907",ENG,1896,1890_1899,monograph_or_book,evolution_adaptation,evolution,"59.82:15,8; Birdsongs",,evolutionofbirds00witc,https://www.biodiversitylibrary.org/item/15883,https://www.biodiversitylibrary.org/itemtext/15883,Public domain.  The BHL considers that this work is no longer under copyright protection.,,,
BHL,15955,7048,"Wissenschaftliche Ergebnisse der Deutschen Zentral-Africa-Expedition, 1907-1908 : unter Führung Adolf Friedrichs, Herzogs zu Mecklenburg","Friedrich, Adolf Duke of Mecklenburg-Schwerin, 1873-1969",ENG,1921,1920_1929,monograph_or_book,general_or_unknown,zoology,"Africa, Central; Botany; Deutsche Zentral-Afrika-Expedition (1907-1908); Ethnology; German East Africa; Zoology",Bd.5 (1914),wissenschaftlich05adol,https://www.biodiversitylibrary.org/item/15955,https://www.biodiversitylibrary.org/itemtext/15955,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,15975,1178,"On the classification and geographical distribution of the Mammalia, being a lecture on Sir Robert Reade's foundation, delivered before the University of Cambridge ... May 10, 1859. To which is added an appendix ""On the gorilla,"" and ""On the extinction and transmutation of species.""","Owen, Richard, 1804-1892",ENG,1859,1850_1859,monograph_or_book,taxonomy_systematics,animal;animals;classification;zoology,Apes; Animals; Classification; Mammals; Zoology; Zoogeography,,onclassification00owen,https://www.biodiversitylibrary.org/item/15975,https://www.biodiversitylibrary.org/itemtext/15975,Public domain.  The BHL considers that this work is no longer under copyright protection.,,,
BHL,15987,1189,The Mammalia in their relation to primeval times,"Schmidt, Oscar, 1823-1886",ENG,1886,1880_1889,monograph_or_book,evolution_adaptation,evolution,Evolution; Mammals,,mammaliaintheirr00schm,https://www.biodiversitylibrary.org/item/15987,https://www.biodiversitylibrary.org/itemtext/15987,Public domain.  The BHL considers that this work is no longer under copyright protection.,,,
BHL,16588,1603,A biological survey of the waters of Woods Hole and vicinity,"Cole, Leon J. (Leon Jacob), 1877-1948; Davis, Bradley M. (Bradley Moore), 1871-1957; Osburn, Raymond C. (Raymond Carroll), 1872-1955; Sumner, Francis B. (Francis Bertody), 1874-1945; United States. Bureau of Fisheries.; United States. Office of Experiment Stations.",ENG,1913,1910_1919,monograph_or_book,general_or_unknown,animal;animals,Massachusetts; Marine plants; Marine animals,Pt.2,abiologicalsurve02unit,https://www.biodiversitylibrary.org/item/16588,https://www.biodiversitylibrary.org/itemtext/16588,Public domain.  The BHL considers that this work is no longer under copyright protection.,,,
BHL,16713,6534,"Manual of conchology, structural and systematic : with illustrations of the species. Second series, Pulmonata","Tryon, George W., (George Washington), 1838-1888; Baker, H. Burrington (Horace Burrington), 1889-1971; Cooke, C. Montague (Charles Montague), 1874-1948; Hyatt, Alpheus, 1838-1902; Pilsbry, Henry Augustus, 1862-1957",ENG,1887,1880_1889,textbook_manual,taxonomy_systematics,conchology,Mollusks; Pulmonata; Pictorial works,ser.2:v.3 (1887),manualofconcholo03tryo,https://www.biodiversitylibrary.org/item/16713,https://www.biodiversitylibrary.org/itemtext/16713,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,16714,6534,"Manual of conchology, structural and systematic : with illustrations of the species. Second series, Pulmonata","Tryon, George W., (George Washington), 1838-1888; Baker, H. Burrington (Horace Burrington), 1889-1971; Cooke, C. Montague (Charles Montague), 1874-1948; Hyatt, Alpheus, 1838-1902; Pilsbry, Henry Augustus, 1862-1957",ENG,1886,1880_1889,textbook_manual,taxonomy_systematics,conchology,Mollusks; Pulmonata; Pictorial works,ser.2:v.2 (1886),manualofconcholo02tryo,https://www.biodiversitylibrary.org/item/16714,https://www.biodiversitylibrary.org/itemtext/16714,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,16727,6534,"Manual of conchology, structural and systematic : with illustrations of the species. Second series, Pulmonata","Tryon, George W., (George Washington), 1838-1888; Baker, H. Burrington (Horace Burrington), 1889-1971; Cooke, C. Montague (Charles Montague), 1874-1948; Hyatt, Alpheus, 1838-1902; Pilsbry, Henry Augustus, 1862-1957",ENG,1916,1910_1919,textbook_manual,taxonomy_systematics,conchology,Mollusks; Pulmonata; Pictorial works,ser.2:v.24 (1916-1918),manualofconcholo24tryo,https://www.biodiversitylibrary.org/item/16727,https://www.biodiversitylibrary.org/itemtext/16727,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
