work_id,period_bin,subfield,n_rows,all_n,all_divine_teleology,all_non_divine_teleology,all_internal_essence,whole_n,whole_divine_teleology,whole_non_divine_teleology,whole_internal_essence,part_n,part_divine_teleology,part_non_divine_teleology,part_internal_essence
55382,1850_1869,general_or_unknown,1037,162,0,98,64,23,0,19,4,139,0,79,60
55383,1890_1909,natural_history_ecology_behavior,818,146,1,137,8,76,1,72,3,70,0,65,5
55384,1870_1889,comparative_anatomy_morphology,993,250,17,175,58,60,5,36,19,190,12,139,39
55391,1890_1909,natural_history_ecology_behavior,840,144,1,142,1,71,0,71,0,73,1,71,1
55397,1890_1909,general_or_unknown,786,320,0,296,24,137,0,127,10,183,0,169,14
55404,1890_1909,natural_history_ecology_behavior,325,13,0,9,4,5,0,3,2,8,0,6,2
55405,1850_1869,natural_history_ecology_behavior,655,56,0,51,5,24,0,23,1,32,0,28,4
55416,1870_1889,natural_history_ecology_behavior,1200,381,9,336,36,99,3,89,7,282,6,247,29
55419,1870_1889,general_or_unknown,1200,608,0,319,289,168,0,77,91,440,0,242,198
55425,1890_1909,general_or_unknown,1648,251,2,229,20,110,0,101,9,141,2,128,11
55428,1910_1929,embryology_development,36,1,0,1,0,1,0,1,0,0,0,0,0
55431,1890_1909,embryology_development,171,27,0,17,10,7,0,3,4,20,0,14,6
55436,1890_1909,evolution_adaptation,1507,388,3,267,118,177,2,116,59,211,1,151,59
55440,1870_1889,paleontology,1200,117,0,53,64,53,0,30,23,64,0,23,41
55451,1850_1869,physiology,1200,106,1,72,33,73,0,54,19,33,1,18,14
55454,1850_1869,comparative_anatomy_morphology,1200,424,3,230,191,40,0,22,18,384,3,208,173
7998,1890_1909,taxonomy_systematics,3600,423,1,188,234,76,0,39,37,347,1,149,197
55473,1870_1889,paleontology,2827,83,0,2,81,41,0,2,39,42,0,0,42
55475,1890_1909,evolution_adaptation,749,60,0,26,34,42,0,12,30,18,0,14,4
55491,1910_1929,natural_history_ecology_behavior,640,22,0,22,0,16,0,16,0,6,0,6,0
55495,1910_1929,general_or_unknown,738,122,1,110,11,64,1,56,7,58,0,54,4
55498,1890_1909,evolution_adaptation,902,138,4,87,47,93,4,56,33,45,0,31,14
55512,1870_1889,general_or_unknown,2400,897,3,368,526,225,0,87,138,672,3,281,388
55516,1890_1909,taxonomy_systematics,1200,115,0,29,86,9,0,6,3,106,0,23,83
55520,1890_1909,general_or_unknown,1068,273,0,225,48,84,0,67,17,189,0,158,31
46241,1890_1909,taxonomy_systematics,866,107,0,94,13,66,0,54,12,41,0,40,1
55530,1910_1929,evolution_adaptation,433,30,0,22,8,22,0,15,7,8,0,7,1
55549,1890_1909,general_or_unknown,304,85,2,69,14,16,1,13,2,69,1,56,12
55555,1910_1929,general_or_unknown,633,0,0,0,0,0,0,0,0,0,0,0,0
55557,1910_1929,general_or_unknown,753,38,0,38,0,20,0,20,0,18,0,18,0
55566,1890_1909,embryology_development,200,6,0,5,1,3,0,3,0,3,0,2,1
62705,1870_1889,natural_history_ecology_behavior,1200,54,0,9,45,2,0,0,2,52,0,9,43
11143,1870_1889,natural_history_ecology_behavior,445,99,0,53,46,58,0,27,31,41,0,26,15
55587,1910_1929,evolution_adaptation,47,1,1,0,0,1,1,0,0,0,0,0,0
55593,1890_1909,general_or_unknown,1200,29,0,20,9,24,0,17,7,5,0,3,2
55605,1870_1889,comparative_anatomy_morphology,1748,185,0,70,115,97,0,28,69,88,0,42,46
55617,1890_1909,paleontology,509,60,0,0,60,22,0,0,22,38,0,0,38
55623,1890_1909,natural_history_ecology_behavior,440,10,0,10,0,2,0,2,0,8,0,8,0
55625,1910_1929,taxonomy_systematics,1200,121,0,29,92,6,0,3,3,115,0,26,89
55635,1910_1929,comparative_anatomy_morphology,428,16,0,5,11,11,0,4,7,5,0,1,4
55641,1890_1909,comparative_anatomy_morphology,1200,364,0,115,249,46,0,19,27,318,0,96,222
55649,1890_1909,comparative_anatomy_morphology,22,2,0,0,2,1,0,0,1,1,0,0,1
55654,1910_1929,general_or_unknown,1200,330,1,325,4,267,1,264,2,63,0,61,2
55665,1910_1929,general_or_unknown,904,226,0,209,17,153,0,148,5,73,0,61,12
5383,1910_1929,comparative_anatomy_morphology,788,71,0,23,48,48,0,19,29,23,0,4,19
55689,1890_1909,embryology_development,417,62,0,24,38,18,0,3,15,44,0,21,23
55693,1870_1889,general_or_unknown,480,123,1,61,61,46,0,16,30,77,1,45,31
55720,1890_1909,general_or_unknown,1106,102,6,90,6,44,3,39,2,58,3,51,4
55732,1890_1909,evolution_adaptation,1200,192,0,160,32,80,0,63,17,112,0,97,15
55735,1870_1889,natural_history_ecology_behavior,1161,90,0,88,2,36,0,36,0,54,0,52,2
55740,1870_1889,general_or_unknown,644,99,0,75,24,38,0,34,4,61,0,41,20
55742,1890_1909,evolution_adaptation,604,14,0,12,2,8,0,7,1,6,0,5,1
55743,1910_1929,general_or_unknown,339,120,0,86,34,21,0,9,12,99,0,77,22
55748,1870_1889,general_or_unknown,2400,1107,0,566,541,289,0,127,162,818,0,439,379
55758,1910_1929,natural_history_ecology_behavior,105,15,0,15,0,4,0,4,0,11,0,11,0
55772,1890_1909,general_or_unknown,49,5,0,5,0,4,0,4,0,1,0,1,0
55774,1870_1889,general_or_unknown,1200,166,1,159,6,77,1,75,1,89,0,84,5
55783,1870_1889,natural_history_ecology_behavior,1200,113,1,96,16,41,0,39,2,72,1,57,14
55785,1850_1869,comparative_anatomy_morphology,717,211,1,132,78,118,0,71,47,93,1,61,31
55786,1910_1929,evolution_adaptation,2400,354,1,217,136,171,0,78,93,183,1,139,43
55793,1890_1909,natural_history_ecology_behavior,2400,532,0,443,89,143,0,130,13,389,0,313,76
55809,1910_1929,general_or_unknown,1200,39,0,34,5,33,0,31,2,6,0,3,3
55811,1850_1869,paleontology,236,24,0,3,21,9,0,1,8,15,0,2,13
55813,1910_1929,general_or_unknown,323,10,0,5,5,4,0,4,0,6,0,1,5
18377,1910_1929,embryology_development,841,178,1,168,9,127,1,122,4,51,0,46,5
55839,1870_1889,general_or_unknown,1200,20,0,18,2,16,0,14,2,4,0,4,0
48547,1890_1909,general_or_unknown,1067,232,0,160,72,68,0,59,9,164,0,101,63
55865,1910_1929,paleontology,363,53,0,50,3,3,0,3,0,50,0,47,3
55871,1890_1909,natural_history_ecology_behavior,1145,234,0,233,1,130,0,130,0,104,0,103,1
55872,1890_1909,general_or_unknown,1093,117,0,95,22,67,0,61,6,50,0,34,16
55909,1910_1929,paleontology,1200,90,0,11,79,26,0,0,26,64,0,11,53
55910,1890_1909,general_or_unknown,1200,76,0,76,0,69,0,69,0,7,0,7,0
55911,1910_1929,natural_history_ecology_behavior,547,12,0,12,0,7,0,7,0,5,0,5,0
55913,1910_1929,evolution_adaptation,272,18,1,7,10,11,1,6,4,7,0,1,6
59819,1870_1889,general_or_unknown,1107,141,0,82,59,54,0,24,30,87,0,58,29
55947,1890_1909,general_or_unknown,822,335,1,227,107,53,0,31,22,282,1,196,85
55955,1910_1929,evolution_adaptation,763,145,3,124,18,66,3,53,10,79,0,71,8
55959,1890_1909,general_or_unknown,317,24,0,12,12,6,0,3,3,18,0,9,9
14318,1870_1889,natural_history_ecology_behavior,1158,49,0,38,11,18,0,14,4,31,0,24,7
55971,1910_1929,general_or_unknown,2400,1041,1,462,578,363,1,163,199,678,0,299,379
55972,1910_1929,natural_history_ecology_behavior,831,41,0,40,1,13,0,13,0,28,0,27,1
55980,1890_1909,physiology,1142,188,0,107,81,72,0,43,29,116,0,64,52
55986,1890_1909,general_or_unknown,1200,283,0,175,108,94,0,65,29,189,0,110,79
55993,1910_1929,evolution_adaptation,204,11,0,5,6,6,0,4,2,5,0,1,4
56008,1910_1929,general_or_unknown,928,183,0,150,33,55,0,44,11,128,0,106,22
56013,1870_1889,comparative_anatomy_morphology,1088,66,0,20,46,48,0,14,34,18,0,6,12
56019,1890_1909,embryology_development,572,76,0,21,55,18,0,6,12,58,0,15,43
56034,1910_1929,evolution_adaptation,884,157,1,133,23,118,1,98,19,39,0,35,4
56038,1890_1909,general_or_unknown,1753,437,0,333,104,145,0,117,28,292,0,216,76
56041,1890_1909,general_or_unknown,1200,49,0,43,6,17,0,14,3,32,0,29,3
56062,1890_1909,evolution_adaptation,2324,325,1,257,67,133,1,99,33,192,0,158,34
60895,1910_1929,general_or_unknown,1200,226,0,177,49,104,0,85,19,122,0,92,30
56081,1890_1909,evolution_adaptation,444,95,0,47,48,62,0,27,35,33,0,20,13
56084,1890_1909,natural_history_ecology_behavior,498,14,0,13,1,6,0,5,1,8,0,8,0
56088,1910_1929,evolution_adaptation,754,83,0,46,37,66,0,34,32,17,0,12,5
56089,1910_1929,general_or_unknown,2400,762,0,642,120,290,0,248,42,472,0,394,78
56093,1890_1909,general_or_unknown,385,80,0,66,14,12,0,10,2,68,0,56,12
56106,1890_1909,natural_history_ecology_behavior,1200,495,0,269,226,65,0,50,15,430,0,219,211
56109,1890_1909,general_or_unknown,1200,29,0,14,15,20,0,12,8,9,0,2,7
56111,1890_1909,natural_history_ecology_behavior,743,192,0,187,5,130,0,126,4,62,0,61,1
56133,1910_1929,comparative_anatomy_morphology,518,31,0,7,24,17,0,4,13,14,0,3,11
56134,1910_1929,natural_history_ecology_behavior,1200,222,1,174,47,126,1,98,27,96,0,76,20
56141,1910_1929,general_or_unknown,299,27,0,11,16,18,0,8,10,9,0,3,6
56143,1890_1909,general_or_unknown,658,93,0,80,13,25,0,22,3,68,0,58,10
56148,1870_1889,taxonomy_systematics,1200,567,0,261,306,115,0,52,63,452,0,209,243
56153,1910_1929,natural_history_ecology_behavior,617,111,0,111,0,97,0,97,0,14,0,14,0
56157,1850_1869,natural_history_ecology_behavior,508,25,0,25,0,19,0,19,0,6,0,6,0
56158,1890_1909,general_or_unknown,703,136,0,83,53,50,0,35,15,86,0,48,38
56161,1890_1909,natural_history_ecology_behavior,632,106,3,102,1,24,1,22,1,82,2,80,0
56162,1890_1909,natural_history_ecology_behavior,1200,145,1,118,26,41,1,36,4,104,0,82,22
56164,1910_1929,general_or_unknown,761,21,0,21,0,13,0,13,0,8,0,8,0
7986,1870_1889,natural_history_ecology_behavior,2400,234,9,165,60,62,6,47,9,172,3,118,51
56171,1890_1909,paleontology,453,155,0,80,75,14,0,6,8,141,0,74,67
56176,1890_1909,general_or_unknown,308,64,0,63,1,33,0,32,1,31,0,31,0
48454,1890_1909,natural_history_ecology_behavior,439,17,0,17,0,8,0,8,0,9,0,9,0
56195,1870_1889,general_or_unknown,1200,57,0,54,3,25,0,24,1,32,0,30,2
56200,1850_1869,general_or_unknown,325,60,1,24,35,24,0,9,15,36,1,15,20
56204,1850_1869,comparative_anatomy_morphology,510,52,0,42,10,12,0,11,1,40,0,31,9
56208,1870_1889,natural_history_ecology_behavior,2400,711,2,476,233,160,1,131,28,551,1,345,205
56211,1870_1889,natural_history_ecology_behavior,291,33,2,31,0,9,2,7,0,24,0,24,0
56220,1910_1929,general_or_unknown,821,221,1,198,22,70,1,65,4,151,0,133,18
56223,1910_1929,comparative_anatomy_morphology,942,151,0,95,56,19,0,12,7,132,0,83,49
56228,1890_1909,general_or_unknown,273,18,0,18,0,12,0,12,0,6,0,6,0
56240,1870_1889,natural_history_ecology_behavior,916,181,1,133,47,41,0,28,13,140,1,105,34
45166,1890_1909,general_or_unknown,1200,54,0,51,3,45,0,42,3,9,0,9,0
28657,1910_1929,general_or_unknown,637,20,0,19,1,11,0,10,1,9,0,9,0
56265,1910_1929,general_or_unknown,1200,167,0,165,2,108,0,107,1,59,0,58,1
56268,1910_1929,general_or_unknown,177,5,0,4,1,4,0,4,0,1,0,0,1
56284,1850_1869,taxonomy_systematics,1200,198,4,141,53,41,2,33,6,157,2,108,47
56292,1870_1889,evolution_adaptation,749,135,2,100,33,66,1,49,16,69,1,51,17
56309,1890_1909,natural_history_ecology_behavior,893,28,0,28,0,16,0,16,0,12,0,12,0
56319,1850_1869,natural_history_ecology_behavior,197,19,0,10,9,16,0,8,8,3,0,2,1
56321,1890_1909,natural_history_ecology_behavior,963,51,0,47,4,39,0,39,0,12,0,8,4
56323,1910_1929,general_or_unknown,500,124,1,58,65,45,0,15,30,79,1,43,35
59984,1890_1909,natural_history_ecology_behavior,268,25,0,24,1,8,0,7,1,17,0,17,0
56353,1890_1909,natural_history_ecology_behavior,1039,224,3,174,47,168,0,129,39,56,3,45,8
14610,1890_1909,general_or_unknown,463,2,0,2,0,2,0,2,0,0,0,0,0
56365,1910_1929,paleontology,380,13,0,12,1,7,0,7,0,6,0,5,1
11802,1890_1909,natural_history_ecology_behavior,1200,313,0,166,147,144,0,79,65,169,0,87,82
56369,1910_1929,general_or_unknown,596,8,0,8,0,5,0,5,0,3,0,3,0
56374,1890_1909,natural_history_ecology_behavior,1157,74,4,61,9,45,3,36,6,29,1,25,3
1556,1910_1929,evolution_adaptation,2400,734,0,193,541,251,0,70,181,483,0,123,360
56403,1850_1869,general_or_unknown,1200,123,6,99,18,48,1,44,3,75,5,55,15
56409,1890_1909,general_or_unknown,1200,98,0,58,40,27,0,24,3,71,0,34,37
56420,1890_1909,embryology_development,330,46,0,21,25,8,0,3,5,38,0,18,20
56430,1890_1909,embryology_development,1200,179,0,57,122,75,0,23,52,104,0,34,70
56431,1890_1909,general_or_unknown,1200,11,0,8,3,7,0,5,2,4,0,3,1
12263,1890_1909,evolution_adaptation,750,117,4,65,48,54,4,21,29,63,0,44,19
56434,1910_1929,natural_history_ecology_behavior,431,76,0,72,4,23,0,23,0,53,0,49,4
56441,1890_1909,comparative_anatomy_morphology,231,18,0,6,12,8,0,4,4,10,0,2,8
11115,1870_1889,general_or_unknown,885,263,3,240,20,136,2,123,11,127,1,117,9
56454,1890_1909,natural_history_ecology_behavior,1200,149,0,139,10,53,0,48,5,96,0,91,5
56458,1890_1909,general_or_unknown,2608,257,0,220,37,123,0,105,18,134,0,115,19
44379,1870_1889,taxonomy_systematics,1200,229,0,167,62,96,0,65,31,133,0,102,31
56496,1910_1929,general_or_unknown,736,37,0,37,0,18,0,18,0,19,0,19,0
56504,1910_1929,evolution_adaptation,396,25,3,10,12,22,3,8,11,3,0,2,1
56510,1870_1889,general_or_unknown,204,11,0,10,1,5,0,4,1,6,0,6,0
56516,1890_1909,evolution_adaptation,836,73,0,39,34,16,0,9,7,57,0,30,27
56528,1910_1929,general_or_unknown,1200,79,0,75,4,32,0,30,2,47,0,45,2
56531,1890_1909,embryology_development,232,16,0,1,15,6,0,1,5,10,0,0,10
56532,1910_1929,general_or_unknown,1200,497,0,272,225,115,0,63,52,382,0,209,173
56539,1910_1929,taxonomy_systematics,1183,423,0,300,123,115,0,73,42,308,0,227,81
13149,1870_1889,comparative_anatomy_morphology,563,59,0,49,10,35,0,30,5,24,0,19,5
56557,1890_1909,general_or_unknown,1200,439,0,220,219,118,0,60,58,321,0,160,161
13369,1850_1869,taxonomy_systematics,282,8,0,0,8,2,0,0,2,6,0,0,6
7862,1910_1929,general_or_unknown,1200,56,0,27,29,9,0,9,0,47,0,18,29
56571,1910_1929,general_or_unknown,689,27,0,25,2,19,0,18,1,8,0,7,1
56583,1870_1889,natural_history_ecology_behavior,939,16,0,16,0,8,0,8,0,8,0,8,0
56587,1890_1909,natural_history_ecology_behavior,703,212,0,209,3,112,0,112,0,100,0,97,3
56598,1890_1909,natural_history_ecology_behavior,1200,156,1,128,27,38,1,31,6,118,0,97,21
56603,1870_1889,general_or_unknown,197,7,0,7,0,3,0,3,0,4,0,4,0
56605,1870_1889,natural_history_ecology_behavior,2400,574,0,483,91,191,0,162,29,383,0,321,62
56606,1870_1889,natural_history_ecology_behavior,688,36,0,31,5,14,0,13,1,22,0,18,4
56607,1890_1909,natural_history_ecology_behavior,677,10,0,10,0,8,0,8,0,2,0,2,0
56610,1890_1909,general_or_unknown,1200,284,0,165,119,140,0,77,63,144,0,88,56
56632,1910_1929,general_or_unknown,929,169,0,128,41,67,0,54,13,102,0,74,28
56635,1890_1909,comparative_anatomy_morphology,1200,317,0,133,184,53,0,20,33,264,0,113,151
56636,1910_1929,comparative_anatomy_morphology,761,170,0,79,91,30,0,14,16,140,0,65,75
56643,1910_1929,natural_history_ecology_behavior,428,33,0,30,3,17,0,16,1,16,0,14,2
95239,1850_1869,natural_history_ecology_behavior,2400,240,6,219,15,65,3,60,2,175,3,159,13
56651,1910_1929,general_or_unknown,1200,160,0,124,36,64,0,56,8,96,0,68,28
56653,1910_1929,general_or_unknown,775,84,0,66,18,37,0,33,4,47,0,33,14
56658,1890_1909,evolution_adaptation,2327,468,0,246,222,153,0,76,77,315,0,170,145
56663,1910_1929,embryology_development,45,0,0,0,0,0,0,0,0,0,0,0,0
56666,1890_1909,comparative_anatomy_morphology,1200,223,0,201,22,42,0,40,2,181,0,161,20
56676,1890_1909,evolution_adaptation,506,150,0,103,47,64,0,48,16,86,0,55,31
56693,1870_1889,comparative_anatomy_morphology,1200,246,0,139,107,27,0,13,14,219,0,126,93
56710,1890_1909,general_or_unknown,976,20,0,20,0,11,0,11,0,9,0,9,0
56713,1910_1929,natural_history_ecology_behavior,1200,138,0,127,11,74,0,69,5,64,0,58,6
56721,1890_1909,embryology_development,1200,109,0,76,33,61,0,42,19,48,0,34,14
56726,1850_1869,comparative_anatomy_morphology,1200,536,2,259,275,81,1,47,33,455,1,212,242
56727,1910_1929,general_or_unknown,432,54,0,23,31,9,0,4,5,45,0,19,26
56750,1910_1929,general_or_unknown,975,283,0,276,7,227,0,226,1,56,0,50,6
56757,1870_1889,natural_history_ecology_behavior,604,116,6,96,14,48,4,41,3,68,2,55,11
56758,1890_1909,natural_history_ecology_behavior,1200,162,0,124,38,48,0,35,13,114,0,89,25
56768,1890_1909,natural_history_ecology_behavior,2400,659,85,393,181,283,42,161,80,376,43,232,101
56781,1890_1909,evolution_adaptation,1200,116,6,81,29,75,6,51,18,41,0,30,11
56784,1870_1889,comparative_anatomy_morphology,1200,325,0,177,148,124,0,67,57,201,0,110,91
56786,1910_1929,evolution_adaptation,464,34,0,12,22,29,0,8,21,5,0,4,1
56813,1910_1929,evolution_adaptation,375,41,3,27,11,38,3,24,11,3,0,3,0
56817,1890_1909,evolution_adaptation,476,49,0,38,11,33,0,25,8,16,0,13,3
56828,1910_1929,general_or_unknown,1200,172,0,171,1,131,0,130,1,41,0,41,0
56839,1910_1929,general_or_unknown,1038,197,0,191,6,157,0,152,5,40,0,39,1
56849,1890_1909,general_or_unknown,74,3,0,3,0,3,0,3,0,0,0,0,0
56850,1870_1889,evolution_adaptation,78,5,0,0,5,5,0,0,5,0,0,0,0
56856,1870_1889,paleontology,504,17,0,15,2,6,0,6,0,11,0,9,2
56880,1910_1929,general_or_unknown,1130,113,0,112,1,50,0,50,0,63,0,62,1
56904,1910_1929,evolution_adaptation,239,23,1,17,5,16,0,12,4,7,1,5,1
56906,1890_1909,comparative_anatomy_morphology,1200,298,0,74,224,39,0,12,27,259,0,62,197
56908,1870_1889,general_or_unknown,1200,180,4,165,11,73,3,69,1,107,1,96,10
56920,1890_1909,embryology_development,142,5,0,0,5,3,0,0,3,2,0,0,2
56926,1890_1909,general_or_unknown,1200,528,0,300,228,119,0,70,49,409,0,230,179
56927,1890_1909,natural_history_ecology_behavior,753,205,2,157,46,53,0,41,12,152,2,116,34
56928,1890_1909,general_or_unknown,80,3,0,2,1,3,0,2,1,0,0,0,0
56933,1910_1929,evolution_adaptation,449,27,0,15,12,26,0,14,12,1,0,1,0
56937,1910_1929,general_or_unknown,1200,334,0,207,127,109,0,82,27,225,0,125,100
56939,1850_1869,general_or_unknown,1200,115,10,86,19,30,1,27,2,85,9,59,17
56964,1850_1869,comparative_anatomy_morphology,1046,266,17,195,54,73,9,47,17,193,8,148,37
56969,1890_1909,evolution_adaptation,1200,231,2,181,48,102,1,82,19,129,1,99,29
56985,1890_1909,general_or_unknown,1200,296,0,150,146,87,0,46,41,209,0,104,105
56988,1890_1909,evolution_adaptation,434,32,0,23,9,25,0,16,9,7,0,7,0
56991,1910_1929,embryology_development,658,91,0,20,71,34,0,8,26,57,0,12,45
56992,1910_1929,comparative_anatomy_morphology,1200,89,0,41,48,18,0,9,9,71,0,32,39
57002,1890_1909,general_or_unknown,1200,452,0,194,258,103,0,40,63,349,0,154,195
57004,1870_1889,general_or_unknown,1136,26,0,19,7,8,0,8,0,18,0,11,7
57018,1910_1929,general_or_unknown,749,42,0,38,4,26,0,25,1,16,0,13,3
57024,1910_1929,general_or_unknown,1200,164,0,161,3,113,0,111,2,51,0,50,1
57025,1910_1929,general_or_unknown,1859,23,0,4,19,8,0,2,6,15,0,2,13
57055,1870_1889,general_or_unknown,1270,27,0,22,5,12,0,11,1,15,0,11,4
57056,1890_1909,evolution_adaptation,1200,194,0,165,29,104,0,87,17,90,0,78,12
57060,1890_1909,general_or_unknown,1059,187,0,91,96,42,0,27,15,145,0,64,81
57068,1870_1889,natural_history_ecology_behavior,1200,415,4,331,80,106,0,82,24,309,4,249,56
57072,1870_1889,general_or_unknown,961,166,0,85,81,38,0,25,13,128,0,60,68
44117,1910_1929,embryology_development,1173,146,0,45,101,78,0,21,57,68,0,24,44
57077,1870_1889,general_or_unknown,778,19,0,18,1,9,0,8,1,10,0,10,0
57079,1890_1909,natural_history_ecology_behavior,1200,32,0,25,7,26,0,19,7,6,0,6,0
57086,1910_1929,natural_history_ecology_behavior,1650,288,2,283,3,139,0,139,0,149,2,144,3
57094,1870_1889,paleontology,28,0,0,0,0,0,0,0,0,0,0,0,0
57101,1910_1929,natural_history_ecology_behavior,1317,233,6,192,35,178,6,150,22,55,0,42,13
1042,1890_1909,general_or_unknown,2400,560,0,312,248,140,0,68,72,420,0,244,176
12369,1890_1909,physiology,1374,557,2,520,35,52,0,47,5,505,2,473,30
57108,1890_1909,general_or_unknown,143,0,0,0,0,0,0,0,0,0,0,0,0
57113,1910_1929,natural_history_ecology_behavior,755,207,0,191,16,82,0,76,6,125,0,115,10
57116,1890_1909,natural_history_ecology_behavior,613,19,0,19,0,8,0,8,0,11,0,11,0
57120,1890_1909,natural_history_ecology_behavior,507,1,0,1,0,0,0,0,0,1,0,1,0
57122,1870_1889,paleontology,1200,121,0,55,66,60,0,34,26,61,0,21,40
57125,1890_1909,comparative_anatomy_morphology,142,12,0,1,11,6,0,1,5,6,0,0,6
57131,1910_1929,general_or_unknown,264,50,0,32,18,30,0,19,11,20,0,13,7
57139,1910_1929,general_or_unknown,236,28,0,24,4,12,0,12,0,16,0,12,4
57153,1870_1889,evolution_adaptation,791,86,1,50,35,66,1,32,33,20,0,18,2
57154,1890_1909,physiology,1000,425,0,263,162,195,0,114,81,230,0,149,81
57157,1890_1909,general_or_unknown,2400,536,0,252,284,94,0,68,26,442,0,184,258
57160,1870_1889,natural_history_ecology_behavior,774,41,1,38,2,21,1,19,1,20,0,19,1
57161,1910_1929,natural_history_ecology_behavior,429,12,0,12,0,4,0,4,0,8,0,8,0
57166,1890_1909,natural_history_ecology_behavior,485,36,1,34,1,26,1,25,0,10,0,9,1
57167,1890_1909,general_or_unknown,1200,608,0,557,51,144,0,133,11,464,0,424,40
57187,1870_1889,taxonomy_systematics,562,121,1,115,5,84,1,81,2,37,0,34,3
57189,1890_1909,general_or_unknown,1200,315,0,155,160,86,0,41,45,229,0,114,115
57191,1910_1929,general_or_unknown,764,78,0,15,63,67,0,13,54,11,0,2,9
13243,1850_1869,natural_history_ecology_behavior,537,12,1,11,0,9,0,9,0,3,1,2,0
57209,1910_1929,paleontology,546,27,0,25,2,2,0,2,0,25,0,23,2
57211,1910_1929,general_or_unknown,1200,167,0,162,5,118,0,115,3,49,0,47,2
57230,1910_1929,general_or_unknown,1200,391,0,238,153,87,0,60,27,304,0,178,126
57233,1910_1929,natural_history_ecology_behavior,743,41,0,40,1,29,0,28,1,12,0,12,0
57246,1910_1929,general_or_unknown,379,18,0,13,5,14,0,10,4,4,0,3,1
13851,1890_1909,general_or_unknown,2400,267,0,264,3,163,0,163,0,104,0,101,3
57261,1910_1929,evolution_adaptation,308,62,4,41,17,39,1,24,14,23,3,17,3
57271,1890_1909,general_or_unknown,2400,568,2,341,225,290,0,158,132,278,2,183,93
57275,1870_1889,taxonomy_systematics,1200,32,0,14,18,11,0,9,2,21,0,5,16
57302,1890_1909,paleontology,536,28,0,10,18,16,0,3,13,12,0,7,5
57305,1910_1929,physiology,1200,455,3,137,315,211,2,55,154,244,1,82,161
57333,1890_1909,taxonomy_systematics,1186,433,0,306,127,124,0,81,43,309,0,225,84
57334,1890_1909,evolution_adaptation,458,120,0,87,33,68,0,46,22,52,0,41,11
57337,1910_1929,general_or_unknown,191,5,0,5,0,4,0,4,0,1,0,1,0
57338,1890_1909,natural_history_ecology_behavior,929,239,0,174,65,74,0,55,19,165,0,119,46
12092,1870_1889,general_or_unknown,172,18,0,3,15,0,0,0,0,18,0,3,15
57341,1890_1909,natural_history_ecology_behavior,435,30,0,28,2,10,0,9,1,20,0,19,1
57342,1890_1909,general_or_unknown,558,152,3,144,5,64,1,61,2,88,2,83,3
57348,1890_1909,general_or_unknown,2400,830,2,400,428,207,2,100,105,623,0,300,323
57354,1910_1929,evolution_adaptation,379,16,3,8,5,12,1,6,5,4,2,2,0
57370,1890_1909,natural_history_ecology_behavior,1200,333,0,294,39,84,0,80,4,249,0,214,35
57371,1910_1929,natural_history_ecology_behavior,2400,76,0,42,34,26,0,20,6,50,0,22,28
57375,1890_1909,general_or_unknown,206,2,0,2,0,1,0,1,0,1,0,1,0
57377,1910_1929,evolution_adaptation,369,36,2,24,10,35,2,23,10,1,0,1,0
57380,1890_1909,natural_history_ecology_behavior,632,44,0,44,0,22,0,22,0,22,0,22,0
57383,1890_1909,natural_history_ecology_behavior,240,17,0,17,0,6,0,6,0,11,0,11,0
57403,1910_1929,natural_history_ecology_behavior,48,0,0,0,0,0,0,0,0,0,0,0,0
57408,1910_1929,general_or_unknown,566,87,0,60,27,49,0,38,11,38,0,22,16
57416,1910_1929,evolution_adaptation,483,151,0,72,79,93,0,35,58,58,0,37,21
57418,1890_1909,general_or_unknown,1200,517,0,234,283,167,0,70,97,350,0,164,186
57421,1910_1929,natural_history_ecology_behavior,951,31,0,30,1,7,0,6,1,24,0,24,0
57425,1890_1909,paleontology,843,4,0,0,4,0,0,0,0,4,0,0,4
57439,1890_1909,evolution_adaptation,262,18,1,3,14,9,0,2,7,9,1,1,7
57450,1890_1909,general_or_unknown,138,0,0,0,0,0,0,0,0,0,0,0,0
57451,1910_1929,general_or_unknown,325,6,0,1,5,3,0,0,3,3,0,1,2
49381,1890_1909,general_or_unknown,278,21,0,20,1,15,0,14,1,6,0,6,0
57458,1850_1869,general_or_unknown,275,62,4,52,6,43,0,40,3,19,4,12,3
57466,1890_1909,general_or_unknown,967,319,0,178,141,54,0,28,26,265,0,150,115
57469,1870_1889,physiology,237,16,0,8,8,5,0,3,2,11,0,5,6
57474,1910_1929,taxonomy_systematics,1200,253,0,239,14,189,0,184,5,64,0,55,9
11330,1870_1889,comparative_anatomy_morphology,1200,90,0,38,52,11,0,7,4,79,0,31,48
11790,1890_1909,embryology_development,412,123,0,100,23,17,0,10,7,106,0,90,16
57482,1890_1909,evolution_adaptation,1695,204,0,182,22,177,0,159,18,27,0,23,4
57496,1870_1889,natural_history_ecology_behavior,935,88,2,81,5,54,0,49,5,34,2,32,0
57511,1850_1869,taxonomy_systematics,88,0,0,0,0,0,0,0,0,0,0,0,0
57521,1870_1889,natural_history_ecology_behavior,1200,369,0,328,41,68,0,63,5,301,0,265,36
57528,1910_1929,general_or_unknown,1200,402,0,299,103,97,0,70,27,305,0,229,76
57530,1870_1889,general_or_unknown,1200,81,0,26,55,23,0,13,10,58,0,13,45
