source,identifier,title,creators,year,collections,item_text_url,work_key
IA,bim_eighteenth-century_the-political-squabble-_neitherside-nicholas_1773,"The political squabble; or, a scramble for the loaves and fishes. A poetical essay: (partly in hudibrastic verse,) adapted to the public characters of our statesmen in general, from the demise of his late Majesty to the present date. ... By Nicholas Neitherside, gent. 1773","Neitherside, Nicholas",1773,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_the-political-squabble-_neitherside-nicholas_1773/bim_eighteenth-century_the-political-squabble-_neitherside-nicholas_1773_djvu.txt,neitherside|political squabble or a scramble for the loaves
IA,bim_eighteenth-century_an-oration-delivered-feb_rush-benjamin_1774,"An oration delivered February 4, 1774, before the American Philosophical Society, held at Philadelphia. Containing, an enquiry into the natural history of medicine among the indians in North-America. By Benjamin Rush. 1774","Rush, Benjamin.",1774,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_an-oration-delivered-feb_rush-benjamin_1774/bim_eighteenth-century_an-oration-delivered-feb_rush-benjamin_1774_djvu.txt,rush|oration delivered february 4 1774 before the american
IA,paper-doi-10_1098_rstl_1774_0029,"An Account of Certain Receptacles of Air, in Birds, Which Communicate with the Lungs, and are Lodged Both among the Fleshy Parts and in the Hollow Bones of Those Animals. By John Hunter, F. R. S.",J. Hunter,1774,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1774_0029/paper-doi-10_1098_rstl_1774_0029_djvu.txt,jhunter|account of certain receptacles of air in birds
IA,bim_eighteenth-century_a-natural-history-of-bri_hayes-william-draughts_1775,"A natural history of British birds, &c. with their portraits, accurately drawn, and beautifully coloured from nature, by Mr. Hayes. 1775","Hayes, William, Draughtsman.",1775,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_a-natural-history-of-bri_hayes-william-draughts_1775/bim_eighteenth-century_a-natural-history-of-bri_hayes-william-draughts_1775_djvu.txt,hayes|natural history of british birds c with their
IA,bim_eighteenth-century_histoire-naturelle-eng_buffon-georges-louis-le_1775_1,"[Histoire naturelle. English]. The natural history of animals, vegetables, and minerals; with the theory of the earth in general. Translated from the French of Count de Buffon. ... By W. Kenrick, L.L.D. and J. Murdock. 1775: Vol 1","Buffon, Georges Louis Leclerc, comte de.",1775,pub_eighteenth-century;bim_microfilm;microfilm;fav-rdj449;fav-sophie783,https://archive.org/download/bim_eighteenth-century_histoire-naturelle-eng_buffon-georges-louis-le_1775_1/bim_eighteenth-century_histoire-naturelle-eng_buffon-georges-louis-le_1775_1_djvu.txt,buffon|natural history of animals vegetables and minerals with
IA,bim_eighteenth-century_a-concise-natural-histor_romans-bernard_1775,A concise natural history of East and West Florida; ... 1775,"Romans, Bernard.",1775,pub_eighteenth-century;bim_microfilm;microfilm;fav-reddy_sauls;fav-robert_mobley;fav-rudiheinrich;fav-xanix,https://archive.org/download/bim_eighteenth-century_a-concise-natural-histor_romans-bernard_1775/bim_eighteenth-century_a-concise-natural-histor_romans-bernard_1775_djvu.txt,romans|concise natural history of east and west florida
IA,paper-doi-10_1098_rstl_1775_0044,"Experiments on Animals and Vegetables, with Respect to the Power of Producing Heat. By John Hunter, F. R. S.",J. Hunter,1775,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1775_0044/paper-doi-10_1098_rstl_1775_0044_djvu.txt,jhunter|experiments on animals and vegetables with respect to
IA,bim_eighteenth-century_forste-forsog-paa-norge_pontoppidan-erik-the-y_1775_2,"[Forste forsog paa Norges naturlige historie]. The natural history of Norway: ... In two parts Translated from the Danish original of the Right Revd. Erich Pontoppidan, ... Illustrated with copper plates, and a general map of Norway. 1775: Vol 2","Pontoppidan, Erik, The Younger, Bishop of Bergen.",1775,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_forste-forsog-paa-norge_pontoppidan-erik-the-y_1775_2/bim_eighteenth-century_forste-forsog-paa-norge_pontoppidan-erik-the-y_1775_2_djvu.txt,pontoppidan|natural history of norway in two parts translated
IA,bim_eighteenth-century_a-modern-system-of-natur_ward-samuel-vicar-of-c_1775_2,"A modern system of natural history. Containing accurate descriptions, and faithful histories, of animals, vegetables, and minerals. ... By the Rev. Samuel Ward, ... 1775: Vol 2","Ward, Samuel, Vicar of Cotterstock.",1775,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_a-modern-system-of-natur_ward-samuel-vicar-of-c_1775_2/bim_eighteenth-century_a-modern-system-of-natur_ward-samuel-vicar-of-c_1775_2_djvu.txt,ward|modern system of natural history containing accurate descriptions
IA,paper-doi-10_1098_rstl_1775_0021,"A Second Essay on the Natural History of the Sea Anemonies. By the Abbe Dicquemare, Member of Several Academies, and Professor of Natural Philosophy, &c. at Havre de Grace. Translated from the French",A. Dicquemare,1775,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1775_0021/paper-doi-10_1098_rstl_1775_0021_djvu.txt,adicquemare|second essay on the natural history of the
IA,naturalhistoryf00wardgoog,Natural history of fishes,Samuel Ward,1775,americana,https://archive.org/download/naturalhistoryf00wardgoog/naturalhistoryf00wardgoog_djvu.txt,samuelward|natural history of fishes
IA,bim_eighteenth-century_experiments-on-animals-a_hunter-john-frs_1775,"Experiments on animals and vegetables, with respect to the power of producing heat. By John Hunter, F.R.S. Read at the Royal Society, June 22, 1775. 1775","Hunter, John, F.R.S.",1775,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_experiments-on-animals-a_hunter-john-frs_1775/bim_eighteenth-century_experiments-on-animals-a_hunter-john-frs_1775_djvu.txt,hunter|experiments on animals and vegetables with respect to
IA,bim_eighteenth-century_an-essay-on-comparative-_monro-alexander_1775,An essay on comparative anatomy. The second edition. 1775,"Monro, Alexander.",1775,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_an-essay-on-comparative-_monro-alexander_1775/bim_eighteenth-century_an-essay-on-comparative-_monro-alexander_1775_djvu.txt,monro|essay on comparative anatomy the second edition 1775
IA,bim_eighteenth-century_travels-through-italy-i_ferber-johann-jakob_1776,"Travels through Italy, in the years 1771 and 1772. Described in a series of letters to Baron Born, on the natural history, particularly the mountains and volcanos of that country, by John James Ferber, ... Translated from the German; with explanatory","Ferber, Johann Jakob",1776,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_travels-through-italy-i_ferber-johann-jakob_1776/bim_eighteenth-century_travels-through-italy-i_ferber-johann-jakob_1776_djvu.txt,ferber|travels through italy in the years 1771 and
IA,bim_eighteenth-century_british-zoology-f_1776_3,British Zoology. ... - Fourth edition. 1776: Vol 3,,1776,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_british-zoology-f_1776_3/bim_eighteenth-century_british-zoology-f_1776_3_djvu.txt,|british zoology fourth edition 1776 vol 3
IA,bim_eighteenth-century_british-zoology-fo_1776_1,British zoology.... - Fourth edition. 1776: Vol 1,,1776,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_british-zoology-fo_1776_1/bim_eighteenth-century_british-zoology-fo_1776_1_djvu.txt,|british zoology fourth edition 1776 vol 1
IA,bim_eighteenth-century_british-zoology-fo_1776_2,British zoology.... - Fourth edition. 1776: Vol 2,,1776,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_british-zoology-fo_1776_2/bim_eighteenth-century_british-zoology-fo_1776_2_djvu.txt,|british zoology fourth edition 1776 vol 2
IA,bim_eighteenth-century_six-sketches-on-the-hist_home-henry-lord-kames_1776,"Six sketches on the history of man. Containing, the progress of men as individuals. ... With an appendix, concerning, the propagation of animals, and the ... 1776","Home, Henry, Lord Kames.",1776,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_six-sketches-on-the-hist_home-henry-lord-kames_1776/bim_eighteenth-century_six-sketches-on-the-hist_home-henry-lord-kames_1776_djvu.txt,home|six sketches on the history of man containing
IA,adissertationon00primgoog,A Dissertation on the Duty of Mercy and Sin of Cruelty to Brute Animals,Humphrey Primatt,1776,americana;fav-c19_helen;fav-jgkelly;fav-kafkaesquecat;fav-selverkot;fav-simon_cr,https://archive.org/download/adissertationon00primgoog/adissertationon00primgoog_djvu.txt,humphreyprimatt|dissertation on the duty of mercy and sin
IA,bim_eighteenth-century_various-subjects-of-nat_miller-john-frederick_1776,"[Various subjects of natural history wherein are delineated birds, animals, and many curious plants: with the parts of fructification of each plant, all of which are drawn and coloured from nature.] 1776","Miller, John Frederick.",1776,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_various-subjects-of-nat_miller-john-frederick_1776/bim_eighteenth-century_various-subjects-of-nat_miller-john-frederick_1776_djvu.txt,miller|1776
IA,britishzoology04penngoog,British Zoology,Thomas Pennant,1776,americana,https://archive.org/download/britishzoology04penngoog/britishzoology04penngoog_djvu.txt,thomaspennant|british zoology
IA,bim_eighteenth-century_a-journey-from-gibraltar_carter-francis_1777_1,"A journey from Gibraltar to Malaga; with a view of that garrison and its environs; a particular account of the towns in the Hoya of Malaga; the antient and natural history of those cities, of the coast between them, and of the mountains of Ronda. Illustrated with the medals of each municipal town; and a chart, perspectives, and drawings, taken in the year 1772, By Francis Carter, Esq. ... 1777: Vol 1","Carter, Francis",1777,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_a-journey-from-gibraltar_carter-francis_1777_1/bim_eighteenth-century_a-journey-from-gibraltar_carter-francis_1777_1_djvu.txt,carter|journey from gibraltar to malaga with a view
IA,bim_eighteenth-century_british-zoology-fo_1777_4,British zoology.... - Fourth edition. 1777: Vol 4,,1777,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_british-zoology-fo_1777_4/bim_eighteenth-century_british-zoology-fo_1777_4_djvu.txt,|british zoology fourth edition 1777 vol 4
IA,bim_eighteenth-century_an-essay-on-the-applicat_aikin-john_1777,An essay on the application of natural history to poetry. By J. Aikin. 1777,"Aikin, John",1777,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_an-essay-on-the-applicat_aikin-john_1777/bim_eighteenth-century_an-essay-on-the-applicat_aikin-john_1777_djvu.txt,aikin|essay on the application of natural history to
IA,bim_eighteenth-century_beauties-of-natural-hist_1777,"Beauties of natural history; or, elements of zoography. ... With a preliminary essay, on the pleasure and advantage of this science. The whole illustrated by ... copper-plates, ... 1777",,1777,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_beauties-of-natural-hist_1777/bim_eighteenth-century_beauties-of-natural-hist_1777_djvu.txt,|beauties of natural history or elements of zoography
IA,anessayonapplic00aikigoog,An Essay on the Application of Natural History to Poetry,John Aikin,1777,europeanlibraries,https://archive.org/download/anessayonapplic00aikigoog/anessayonapplic00aikigoog_djvu.txt,johnaikin|essay on the application of natural history to
IA,anessayonapplic00aitkgoog,An Essay on the Application of Natural History to Poetry,John Aitkin,1777,americana,https://archive.org/download/anessayonapplic00aitkgoog/anessayonapplic00aitkgoog_djvu.txt,johnaitkin|essay on the application of natural history to
IA,bim_eighteenth-century_experimental-inquiries-_hewson-william-f-rs_1777,"Experimental inquiries: part the third. Containing a description of the red particles of the blood in the human subject and in other animals, with an account of the structure and offices of the lymphatic glands, ... being 1777","Hewson, William, F. R.S.",1777,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_experimental-inquiries-_hewson-william-f-rs_1777/bim_eighteenth-century_experimental-inquiries-_hewson-william-f-rs_1777_djvu.txt,hewson|experimental inquiries part the third containing a description
IA,10281136bsb,"A general History of Stirlingshire: containing an Account of the ancient Monuments and most important and curious Transactions in that Shire, from the Roman Invasion of Scotland to the Present Times ; with the Natural History of the Shire","Nimmo, William",1777,german-online-libraries;booksbylanguage_german;booksbylanguage;fav-katharine_rubinetti719,https://archive.org/download/10281136bsb/10281136bsb_djvu.txt,nimmo|general history of stirlingshire containing an account of
IA,paper-doi-10_1098_rstl_1778_0002,"Of the Heat, &c. of Animals and Vegetables. By Mr. John Hunter, F. R. S.",J. Hunter,1778,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1778_0002/paper-doi-10_1098_rstl_1778_0002_djvu.txt,jhunter|of the heat c of animals and vegetables
IA,bim_eighteenth-century_travels-into-dalmatia-c_fortis-alberto_1778,"Travels into Dalmatia; containing general observations on the natural history of that country and the neighbouring islands; ... in a series of letters from Abbe Alberto Fortis, to the Earl of Bute, the Bishop of Londonderry, John Strange, Esq. &c. &c. To which are added by the same author, Observations on the island of Cherso and Osero. Translated from the Italian ... With an appendix, and other considerable additions, ... Illustrated with twenty copper plates. 1778","Fortis, Alberto",1778,pub_eighteenth-century;bim_microfilm;microfilm;fav-nathan_payne240;fav-nt37,https://archive.org/download/bim_eighteenth-century_travels-into-dalmatia-c_fortis-alberto_1778/bim_eighteenth-century_travels-into-dalmatia-c_fortis-alberto_1778_djvu.txt,fortis|travels into dalmatia containing general observations on the
IA,bim_eighteenth-century_natural-history-of-the-_hunter-john-frs_1778_0,"[Natural history of the human teeth. Part 2]. A practical treatise on the diseases of the teeth; intended as a supplement to the Natural history of those parts. By John Hunter, ... 1778","Hunter, John, F.R.S.",1778,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_natural-history-of-the-_hunter-john-frs_1778_0/bim_eighteenth-century_natural-history-of-the-_hunter-john-frs_1778_0_djvu.txt,hunter|practical treatise on the diseases of the teeth
IA,NHM6732,"Observations made during a voyage round the world [in H.M.S. Resolution] on physical geography, natural history, and ethic philosophy, especially on. 1, The Earth and its strata . 2, Water and the ocean . 3., The atmosphere . 4, The changes of the globe . 5, Organic bodies . 6, The human species",,1778,darwinslibrary;nhml_london;biodiversity;fav-atomicpeacenik;fav-clothildegrcf;fav-lucas_a_silva;fav-maeva_pecqueux;fav-minamacmoogle;fav-n0b0dy5150;fav-pariesosei_gmail_com;fav-reddy_sauls;fav-timothy_sommerlad;fav-vabalza;fav-whilburn,https://archive.org/download/NHM6732/NHM6732_djvu.txt,|observations made during a voyage round the world
IA,bim_eighteenth-century_the-natural-history-of-b_tell-truth-t_1778,The natural history of birds. By T. Tell truth. Embellished with curious cuts. 1778,"Tell truth, T.",1778,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_the-natural-history-of-b_tell-truth-t_1778/bim_eighteenth-century_the-natural-history-of-b_tell-truth-t_1778_djvu.txt,telltruth|natural history of birds by t tell truth
IA,naturalhistoryh01huntgoog,"The Natural History of the Human Teeth: Explaining Their Structure, Use, Formation, Growth, and ...",John Hunter,1778,americana,https://archive.org/download/naturalhistoryh01huntgoog/naturalhistoryh01huntgoog_djvu.txt,johnhunter|natural history of the human teeth explaining their
IA,10366820bsb,"Observations made during a voyage round the world, on physical geography, natural history, and ethic philosophy ...","Forster, Johann Reinhold",1778,german-online-libraries;booksbylanguage_german;booksbylanguage;fav-jul1am,https://archive.org/download/10366820bsb/10366820bsb_djvu.txt,forster|observations made during a voyage round the world
IA,bim_eighteenth-century_a-natural-history-of-eng_albin-eleazar_1779,"A natural history of English song-birds, including such foreign birds as are usually brought over and esteamed for their singing: ... by Mr. Eleazar Albin,.. 1779","Albin, Eleazar.",1779,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_a-natural-history-of-eng_albin-eleazar_1779/bim_eighteenth-century_a-natural-history-of-eng_albin-eleazar_1779_djvu.txt,albin|natural history of english song birds including such
IA,paper-doi-10_1098_rstl_1779_0029,"Account of the Airs Extracted from Different Kinds of Waters; With Thoughts on the Salubrity of Air at Different Places. In a Letter from the Abbe Fontana, Director of the Cabinet of Natural History Belonging to His Royal Highness the Grand Duke of Tuscany, to Joseph Priestley, LL.D. F. R. S.",A. Fontana,1779,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1779_0029/paper-doi-10_1098_rstl_1779_0029_djvu.txt,afontana|account of the airs extracted from different kinds
IA,paper-doi-10_1098_rstl_1779_0040,"Improvements in Electricity. By John Ingenhousz, F. R. S. Body Physician to Their Imperial Majesties. Who was Nominated by the President and Council to Prosecute Discoveries in Natural History, Pursuant to the Will of the Late Henry Baker, Esq. F. R. S.",J. Ingenhousz,1779,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1779_0040/paper-doi-10_1098_rstl_1779_0040_djvu.txt,jingenhousz|improvements in electricity by john ingenhousz f r
IA,paper-doi-10_1098_rstl_1779_0025,"Experiments and Observations on the Inflammable Air Breathed by Various Animals. By the Abbe Fontana, Director of the Cabinet of Natural History Belonging to His Royal Highness the Grand Duke of Tuscany; Communicated by John Paradise, Esq. F. R. S.",A. Fontana; J. Paradise,1779,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1779_0025/paper-doi-10_1098_rstl_1779_0025_djvu.txt,afontanajparadise|experiments and observations on the inflammable air breathed
IA,McGillLibrary-rbsc_blackerwood_pennants-natural-history_QL255T91780z-v4-19513,Manuscript notes to Pennant's natural history v.4,"Tunstall, Marmaduke, 1743-1790, author, compiler",1780,mcgilluniversity;mcgilluniversityrarebooks;toronto;fav-pere432,https://archive.org/download/McGillLibrary-rbsc_blackerwood_pennants-natural-history_QL255T91780z-v4-19513/McGillLibrary-rbsc_blackerwood_pennants-natural-history_QL255T91780z-v4-19513_djvu.txt,tunstall|manuscript notes to pennant s natural history v
IA,bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_5,"[Histoire naturelle. English]. Natural history, ... 1780: Vol 5","Leclerc, Georges Louis, Count de buffon.",1780,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_5/bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_5_djvu.txt,leclerc|natural history 1780 vol 5
IA,LettersOnIcelandContainingObservationsOnTheCivilLiterary,"Letters on Iceland : containing observations on the civil, literary, ecclesiastical, and natural history, antiquities, volcanos, basaltes, hot springs; customs, dress, manners of the inhabitants, &c. &c. made, during a voyage undertaken in the year 1772, by Joseph Banks, assisted by Dr. Solander, Dr. J. Lind, Dr. Uno von Troil, and several other literary and ingenious gentlemen","Troil, Uno von, Archbishop of Uppsala, 1746-1803",1780,gialibrary;patron-library-collection;fav-_sa_antje;fav-lucas_a_silva;fav-rin813;fav-sdasweet;fav-smith111,https://archive.org/download/LettersOnIcelandContainingObservationsOnTheCivilLiterary/LettersOnIcelandContainingObservationsOnTheCivilLiterary_djvu.txt,troil|letters on iceland containing observations on the civil
IA,bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_6,"[Histoire naturelle. English]. Natural history, ... 1780: Vol 6","Leclerc, Georges Louis, Count de buffon.",1780,pub_eighteenth-century;bim_microfilm;microfilm;fav-reddy_sauls,https://archive.org/download/bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_6/bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_6_djvu.txt,leclerc|natural history 1780 vol 6
IA,bub_gb_BcJ8tPdu2VsC,"Travels Through Spain, with a View to Illustrate the Natural History and Physical Geography of that Kingdom, in a Series of Letters. Including the Most Interesting Subjects Contained in the Memoirs of Don Guillermo Bowles, and Other Spanish Writers ... Written in the Course of a Late Tour Through that Kingdom by John Talbot Dill",John Talbot Dillon,1780,bncfirenze;europeanlibraries;fav-dalinktor,https://archive.org/download/bub_gb_BcJ8tPdu2VsC/bub_gb_BcJ8tPdu2VsC_djvu.txt,johntalbotdillon|travels through spain with a view to illustrate
IA,bim_eighteenth-century_a-discourse-on-the-emigr_edwards-george-of-mark_1780,A discourse on the emigration of British birds: ... 1780,"Edwards, George, of Market Lavington.",1780,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_a-discourse-on-the-emigr_edwards-george-of-mark_1780/bim_eighteenth-century_a-discourse-on-the-emigr_edwards-george-of-mark_1780_djvu.txt,edwards|discourse on the emigration of british birds 1780
IA,bim_eighteenth-century_the-farmers-wife-or-th_1780,"The farmer's wife; or the complete country housewife. Containing full and ample directions for the breeding and management of turkies, ... Instructions for fattening hogs, ... To which is added the art of breeding and managing song birds: ... 1780",,1780,pub_eighteenth-century;bim_microfilm;microfilm;fav-chinook53,https://archive.org/download/bim_eighteenth-century_the-farmers-wife-or-th_1780/bim_eighteenth-century_the-farmers-wife-or-th_1780_djvu.txt,|farmer s wife or the complete country housewife
IA,bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_1,"[Histoire naturelle. English]. Natural history, ... 1780: Vol 1","Leclerc, Georges Louis, Count de buffon",1780,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_1/bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_1_djvu.txt,leclerc|natural history 1780 vol 1
IA,bim_eighteenth-century_heads-of-a-course-of-lec_moyes-henry_1780,"Heads of a course of lectures on the philosophy of chemistry and natural history: to be delivered by Henry Moyes, ... 1780","Moyes, Henry",1780,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_heads-of-a-course-of-lec_moyes-henry_1780/bim_eighteenth-century_heads-of-a-course-of-lec_moyes-henry_1780_djvu.txt,moyes|heads of a course of lectures on the
IA,bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_4,"[Histoire naturelle. English]. Natural history, ... 1780: Vol 4","Leclerc, Georges Louis, Count de buffon.",1780,pub_eighteenth-century;bim_microfilm;microfilm;fav-acshutt,https://archive.org/download/bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_4/bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_4_djvu.txt,leclerc|natural history 1780 vol 4
IA,bim_eighteenth-century_travels-through-spain-w_dillon-john-talbot-sir_1780_0,"Travels through Spain, with a view to illustrate the natural history and physical geography of that Kingdom, in a series of letters. ... adorned with copper-plates and a new map of Spain. ... Written ... by John Talbot Dillon, ... 1780","Dillon, John Talbot, Sir",1780,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_travels-through-spain-w_dillon-john-talbot-sir_1780_0/bim_eighteenth-century_travels-through-spain-w_dillon-john-talbot-sir_1780_0_djvu.txt,dillon|travels through spain with a view to illustrate
IA,bim_eighteenth-century_the-reasonable-animals-_1780,The reasonable animals; a satyrical sketch. As it performed at the Theatre-Royal in the Hay-Market. 1780,,1780,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_the-reasonable-animals-_1780/bim_eighteenth-century_the-reasonable-animals-_1780_djvu.txt,|reasonable animals a satyrical sketch as it performed
IA,bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_2,"[Histoire naturelle. English]. Natural history, ... 1780: Vol 2","Leclerc, Georges Louis, Count de buffon",1780,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_2/bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_2_djvu.txt,leclerc|natural history 1780 vol 2
IA,bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_7,"[Histoire naturelle. English]. Natural history, ... 1780: Vol 7","Leclerc, Georges Louis, Count de buffon.",1780,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_7/bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_7_djvu.txt,leclerc|natural history 1780 vol 7
IA,bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_8,"[Histoire naturelle. English]. Natural history, ... 1780: Vol 8","Leclerc, Georges Louis, Count de buffon.",1780,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_8/bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_8_djvu.txt,leclerc|natural history 1780 vol 8
IA,bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_3,"[Histoire naturelle. English]. Natural history, ... 1780: Vol 3","Leclerc, Georges Louis, Count de buffon.",1780,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_3/bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_3_djvu.txt,leclerc|natural history 1780 vol 3
IA,bim_eighteenth-century_the-farmers-wife-or-co_1780,"The farmer's wife; or complete country housewife. Containing full and ample directions for the breeding and management of turkies ... Instructions for fattening hogs, ... To which is added the art of breeding and managing song birds ... 1780",,1780,pub_eighteenth-century;bim_microfilm;microfilm;fav-chinook53;fav-littlelishka,https://archive.org/download/bim_eighteenth-century_the-farmers-wife-or-co_1780/bim_eighteenth-century_the-farmers-wife-or-co_1780_djvu.txt,|farmer s wife or complete country housewife containing
IA,paper-doi-10_1098_rstl_1780_0034,"Thermometrical Experiments And Observations. By Tiberius Cavallo, F. R. S. Who Was Nominated by the President and Council to Prosecute Discoveries in Natural History, Pursuant to the Will of the Late Henry Baker, Esq. F. R. S.",T. Cavallo,1780,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1780_0034/paper-doi-10_1098_rstl_1780_0034_djvu.txt,tcavallo|thermometrical experiments and observations by tiberius cavallo f
IA,paper-doi-10_1098_rstl_1780_0011,"Memoria sopra il Veleno Americano detto Ticunas. By the Abbe Fontana, Director of the Cabinet of Natural History Belonging to His Royal Highness the Grand Duke of Tuscany; Communicated by John Paradise, Esq. F. R. S. [With a Translation to English Following]",A. Fontana,1780,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1780_0011/paper-doi-10_1098_rstl_1780_0011_djvu.txt,afontana|memoria sopra il veleno americano detto ticunas by
IA,11348830bsb,"A general synopsis of birds. 1,1","Latham, John",1781,german-online-libraries;booksbylanguage_german;booksbylanguage,https://archive.org/download/11348830bsb/11348830bsb_djvu.txt,latham|general synopsis of birds 1 1
IA,bim_eighteenth-century_genera-of-birds_pennant-thomas_1781,Genera of birds. 1781,"[Pennant, Thomas].",1781,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_genera-of-birds_pennant-thomas_1781/bim_eighteenth-century_genera-of-birds_pennant-thomas_1781_djvu.txt,pennant|genera of birds 1781
IA,10231717bsb,History of quadrupeds. 1,"Pennant, Thomas",1781,german-online-libraries;booksbylanguage_german;booksbylanguage,https://archive.org/download/10231717bsb/10231717bsb_djvu.txt,pennant|history of quadrupeds 1
IA,bim_eighteenth-century_synopsis-of-quadrupeds_pennant-thomas_1781_2,[Synopsis of quadrupeds]. History of quadrupeds ... 1781: Vol 2,"Pennant, Thomas.",1781,pub_eighteenth-century;bim_microfilm;microfilm;fav-acshutt,https://archive.org/download/bim_eighteenth-century_synopsis-of-quadrupeds_pennant-thomas_1781_2/bim_eighteenth-century_synopsis-of-quadrupeds_pennant-thomas_1781_2_djvu.txt,pennant|history of quadrupeds 1781 vol 2
