source,identifier,title,creators,year,collections,item_text_url,work_key
IA,bim_eighteenth-century_the-vermin-killer-being_1765,"The vermin-killer: being a compleat and necessary family-book. Shewing a ready way to destroy adders, badgers, birds, of all sorts, earwigs ... 1765",,1765,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_the-vermin-killer-being_1765/bim_eighteenth-century_the-vermin-killer-being_1765_djvu.txt,|vermin killer being a compleat and necessary family
IA,10807411bsb,"A new system of geography, or a general description of the world: containing a particular and circumstantial account of all the countries, kingdoms and states of Europe, Asia, Africa and America, their situation ... with the birds, beasts, ..., found in different regions, embellished with a new and accurate set of maps, by the best geographers, and great variety of copper-plates, containing perspective views of the principal cities, structures, ruins, etc. 2","Fenning, Daniel",1765,german-online-libraries;booksbylanguage_german;booksbylanguage,https://archive.org/download/10807411bsb/10807411bsb_djvu.txt,fenning|new system of geography or a general description
IA,McGillLibrary-rbsc_blackerwood_watercolour-painting-st-domingo_folioM9725R11_v3-20184,Original water-colour paintings on the natural history of St. Domingo : with mo. notes,"Rabié, de, -1785",1766,mcgilluniversity;mcgilluniversityrarebooks;toronto;fav-aaronmorgan;fav-alilias55;fav-alirezahafez;fav-altomentis;fav-antiquarianey;fav-bethsreads;fav-booksponge;fav-christchurchdan;fav-daniele_sinhorelli;fav-feliciap23;fav-fiddledeedee430;fav-finn_wilkinson;fav-garrot;fav-goldrecluse;fav-haithamhd;fav-intothesoul7;fav-j_david_black;fav-lessismor3;fav-madison_clyburn;fav-mamman234;fav-merxbauer;fav-milena_m_milev_;fav-mollydst;fav-nikthebooksmith;fav-ojibwagirl;fav-primrosemary;fav-runenfund;fav-sally_griswold;fav-seaera;fav-sophiadavidkhanian;fav-tania_nielsson;fav-tmachado7606;fav-victoriat23;fav-whisperwood3;fav-yoshiyamadeep;fav-yosoyamoi;fav-yuh-tyng_chen,https://archive.org/download/McGillLibrary-rbsc_blackerwood_watercolour-painting-st-domingo_folioM9725R11_v3-20184/McGillLibrary-rbsc_blackerwood_watercolour-painting-st-domingo_folioM9725R11_v3-20184_djvu.txt,rabie|original water colour paintings on the natural history
IA,bim_eighteenth-century_the-aurelian-or-natura_harris-moses-entomolog_1766,"The Aurelian: or, natural history of English insects; namely, moths and butterflies. 1766","Harris, Moses, Entomologist.",1766,pub_eighteenth-century;bim_microfilm;microfilm;fav-gusssss;fav-miscsim,https://archive.org/download/bim_eighteenth-century_the-aurelian-or-natura_harris-moses-entomolog_1766/bim_eighteenth-century_the-aurelian-or-natura_harris-moses-entomolog_1766_djvu.txt,harris|aurelian or natural history of english insects namely
IA,bim_eighteenth-century_an-essay-on-the-manageme_mills-john-f-r-s_1766,"An essay on the management of bees. Wherein is shewn the method of rearing those useful insects; and that the practice of saving their lives when their honey and wax are taken from them was known to the antients, ... by John ... Mills. 1766","Mills, John, F. R. S.",1766,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_an-essay-on-the-manageme_mills-john-f-r-s_1766/bim_eighteenth-century_an-essay-on-the-manageme_mills-john-f-r-s_1766_djvu.txt,mills|essay on the management of bees wherein is
IA,bim_eighteenth-century_a-voyage-to-north-americ_charlevoix-pierre-fran_1766_1,A voyage to North-America: undertaken by command of the present King of France. Containing the geographical description and natural history of Canada and Louisiana. ... By Father Charlevoix. ... In two volumes. 1766: Vol 1,"Charlevoix, Pierre-François-Xavier de",1766,pub_eighteenth-century;bim_microfilm;microfilm;fav-ktw897;fav-tifani_danielle,https://archive.org/download/bim_eighteenth-century_a-voyage-to-north-americ_charlevoix-pierre-fran_1766_1/bim_eighteenth-century_a-voyage-to-north-americ_charlevoix-pierre-fran_1766_1_djvu.txt,charlevoix|voyage to north america undertaken by command of
IA,paper-doi-10_1098_rstl_1766_0024,"An Account of Some Peculiar Advantages in the Structure of the Asperae Arteriae, or Wind Pipes, of Several Birds, and in the Land-Tortoise",,1766,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1766_0024/paper-doi-10_1098_rstl_1766_0024_djvu.txt,|account of some peculiar advantages in the structure
IA,bim_eighteenth-century_a-compendium-of-authenti_goldsmith-oliver_1766_1,"A compendium of authentic and entertaining voyages, digested in a chronological series. The whole exhibiting a clear view of the customs, manners, religion, government, commerce, and natural history of most nations in the known world. ... The second edition. 1766: Vol 1","Goldsmith, Oliver",1766,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_a-compendium-of-authenti_goldsmith-oliver_1766_1/bim_eighteenth-century_a-compendium-of-authenti_goldsmith-oliver_1766_1_djvu.txt,goldsmith|compendium of authentic and entertaining voyages digested in
IA,bim_eighteenth-century_the-young-ladys-introdu_demarville-young-lady_1766,The Young Lady's introduction [sic] to natural history 1766,Demarville. [Young lady's introduction to natural history],1766,pub_eighteenth-century;bim_microfilm;microfilm;fav-grisabella,https://archive.org/download/bim_eighteenth-century_the-young-ladys-introdu_demarville-young-lady_1766/bim_eighteenth-century_the-young-ladys-introdu_demarville-young-lady_1766_djvu.txt,demarvilleyoungladysintroductiontonaturalhistory|young lady s introduction to natural history 1766
IA,paper-doi-10_1098_rstl_1766_0023,"Observations upon Animals, Commonly Called Amphibious by Authors. Presented by Dr. Parsons, F. R. S.",Dr. Parsons,1766,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1766_0023/paper-doi-10_1098_rstl_1766_0023_djvu.txt,drparsons|observations upon animals commonly called amphibious by authors
IA,paper-doi-10_1098_rstl_1767_0032,"Remarks on the Very Different Accounts That Have Been Given of the Fecundity of Fishes, with Fresh Observations on That Subject: By Mr. Thomas Harmer; Communicated by Samuel Clark, Esq; F. R. S.",T. Harmer; S. Clark,1767,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1767_0032/paper-doi-10_1098_rstl_1767_0032_djvu.txt,tharmersclark|remarks on the very different accounts that have
IA,bim_eighteenth-century_the-husbandmans-compani_yonge-anthony_1767,"The husbandman's companion; and gentleman's amusement. Containing a cheap, easy and effectual method of curing the several disorders incident to horses, ... singing-birds, &c. With their nature and properties, methods of breaking, training, feeding, &c. 1767","Yonge, Anthony.",1767,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_the-husbandmans-compani_yonge-anthony_1767/bim_eighteenth-century_the-husbandmans-compani_yonge-anthony_1767_djvu.txt,yonge|husbandman s companion and gentleman s amusement containing
IA,10928758bsb,British zoology. 2,"Pennant, Thomas",1768,german-online-libraries;booksbylanguage_german;booksbylanguage,https://archive.org/download/10928758bsb/10928758bsb_djvu.txt,pennant|british zoology 2
IA,10928759bsb,British zoology. 3,"Pennant, Thomas",1768,german-online-libraries;booksbylanguage_german;booksbylanguage;fav-ratwiththepox,https://archive.org/download/10928759bsb/10928759bsb_djvu.txt,pennant|british zoology 3
IA,10928757bsb,British zoology. 1,"Pennant, Thomas",1768,german-online-libraries;booksbylanguage_german;booksbylanguage,https://archive.org/download/10928757bsb/10928757bsb_djvu.txt,pennant|british zoology 1
IA,paper-doi-10_1098_rstl_1768_0014,"Account of the Different Species of the Birds, Called Pinguins, by Thomas Pennant, Esquire, F. R. S.",T. Pennant,1768,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1768_0014/paper-doi-10_1098_rstl_1768_0014_djvu.txt,tpennant|account of the different species of the birds
IA,paper-doi-10_1098_rstl_1768_0034,"An Account of the Lymphatic System in Birds; By Mr. William Hewson, Reader in Anatomy: In a Letter to William Hunter, M. D. F. R. S. and by Him Communicated to the Society",W. Hewson; W. Hunter,1768,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1768_0034/paper-doi-10_1098_rstl_1768_0034_djvu.txt,whewsonwhunter|account of the lymphatic system in birds by
IA,bim_eighteenth-century_british-zoology_pennant-thomas_1768_1,British zoology... 1768: Vol 1,"Pennant, Thomas.",1768,pub_eighteenth-century;bim_microfilm;microfilm;fav-bouquet97,https://archive.org/download/bim_eighteenth-century_british-zoology_pennant-thomas_1768_1/bim_eighteenth-century_british-zoology_pennant-thomas_1768_1_djvu.txt,pennant|british zoology 1768 vol 1
IA,bim_eighteenth-century_british-zoology_pennant-thomas_1768_2,British zoology... 1768: Vol 2,"Pennant, Thomas.",1768,pub_eighteenth-century;bim_microfilm;microfilm;fav-bouquet97,https://archive.org/download/bim_eighteenth-century_british-zoology_pennant-thomas_1768_2/bim_eighteenth-century_british-zoology_pennant-thomas_1768_2_djvu.txt,pennant|british zoology 1768 vol 2
IA,11019210bsb,"The wonders of nature and art: being an account of whatever is most curious and remarkable throughout the world; wether relating to its animals ... or, to the buildings ... and discoveries of its inhabitants. 6",,1768,german-online-libraries;booksbylanguage_german;booksbylanguage,https://archive.org/download/11019210bsb/11019210bsb_djvu.txt,|wonders of nature and art being an account
IA,10225749bsb,"The Natural History And Antiquities Of Northhumberland: And of so much of the County of Durham A lies between the Rivers Tyne and Tweed; Commonly Called, North Bishoprick. In Two Volumes. 1","Wallis, John",1769,german-online-libraries;booksbylanguage_german;booksbylanguage,https://archive.org/download/10225749bsb/10225749bsb_djvu.txt,wallis|natural history and antiquities of northhumberland and of
IA,10074770bsb,An Essay on the natural history of Guiana ... in South America ...,"Bancroft, Edward",1769,german-online-libraries;booksbylanguage_german;booksbylanguage,https://archive.org/download/10074770bsb/10074770bsb_djvu.txt,bancroft|essay on the natural history of guiana in
IA,bim_eighteenth-century_an-experimental-history-_lewis-william-md_1769_2,"An experimental history of the materia medica, or of the natural and artificial substances made use of in medicine: containing a compendious view of their natural history, ... 1769: Vol 2","Lewis, William, M.D.",1769,pub_eighteenth-century;bim_microfilm;microfilm;fav-xanix,https://archive.org/download/bim_eighteenth-century_an-experimental-history-_lewis-william-md_1769_2/bim_eighteenth-century_an-experimental-history-_lewis-william-md_1769_2_djvu.txt,lewis|experimental history of the materia medica or of
IA,bim_eighteenth-century_outlines-of-the-natural-_berkenhout-john_1769_1,Outlines of the natural history of Great Britain and Ireland. 1769: Vol 1,"Berkenhout, John.",1769,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_outlines-of-the-natural-_berkenhout-john_1769_1/bim_eighteenth-century_outlines-of-the-natural-_berkenhout-john_1769_1_djvu.txt,berkenhout|outlines of the natural history of great britain
IA,bim_eighteenth-century_british-zoology_pennant-thomas_1769_3,British zoology... 1769: Vol 3,"Pennant, Thomas.",1769,pub_eighteenth-century;bim_microfilm;microfilm;fav-rachelmwinter;fav-ratwiththepox,https://archive.org/download/bim_eighteenth-century_british-zoology_pennant-thomas_1769_3/bim_eighteenth-century_british-zoology_pennant-thomas_1769_3_djvu.txt,pennant|british zoology 1769 vol 3
IA,BIUSante_43148x01,"An account of the diseases, natural history and medicines of the East Indies","Bondt, Jakob de",1769,bibliothequeinteruniversitairedesante;medicalheritagelibrary;medicallibrary;patron-schools-colleges-university-libraries;patron-library-collection;fav-lumbarix;fav-user_49949,https://archive.org/download/BIUSante_43148x01/BIUSante_43148x01_djvu.txt,bondt|account of the diseases natural history and medicines
IA,paper-doi-10_1098_rstl_1769_0028,"An Account of the Lymphatic System in Amphibious Animals. By Mr. William Hewson, Lecturer in Anatomy: In a Letter to William Hunter, M. D. F. R. S. and by Him Communicated to the Society",W. Hewson; W. Hunter,1769,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1769_0028/paper-doi-10_1098_rstl_1769_0028_djvu.txt,whewsonwhunter|account of the lymphatic system in amphibious animals
IA,bim_eighteenth-century_historiae-naturalis-et-_bontius-jacobus_1769,"[Historiae naturalis et medicae Indiae orientalis libri sex. English]. An account of the diseases, natural history, and medicines of the East Indies. 1769","Bontius, Jacobus.",1769,pub_eighteenth-century;bim_microfilm;microfilm;fav-burnseys;fav-helios_sollsonberg;fav-lacyel13_gmail_com,https://archive.org/download/bim_eighteenth-century_historiae-naturalis-et-_bontius-jacobus_1769/bim_eighteenth-century_historiae-naturalis-et-_bontius-jacobus_1769_djvu.txt,bontius|account of the diseases natural history and medicines
IA,adescriptionthr00boregoog,"A Description of Three Hundred Animals,: Viz. Beasts, Birds, Fishes ...",Thomas Boreman,1769,europeanlibraries;fav-adam_schmoetzer;fav-ahstozi;fav-angelwriter123;fav-dinextra;fav-jennifershelhart;fav-labium_veracium;fav-lwkozak;fav-mushyacrobat;fav-perditax;fav-reyvateil;fav-tamia_grey;fav-tzippid,https://archive.org/download/adescriptionthr00boregoog/adescriptionthr00boregoog_djvu.txt,thomasboreman|description of three hundred animals viz beasts birds
IA,paper-doi-10_1098_rstl_1770_0028,"Four Letters from Mr. T. S. Kuckhan, to the President and Members of the Royal Society, on the Preservation of Dead Birds",T. S. Kuckhan,1770,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1770_0028/paper-doi-10_1098_rstl_1770_0028_djvu.txt,tskuckhan|four letters from mr t s kuckhan to
IA,paper-doi-10_1098_rstl_1770_0022,"A Letter to Dr. William Watson, F. R. S. Giving Some Account of the Manna Tree, and of the Tarantula: By Dominico Cirillo, M. D. Professor of Natural History at the University of Naples",D. Cirillo,1770,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1770_0022/paper-doi-10_1098_rstl_1770_0022_djvu.txt,dcirillo|letter to dr william watson f r s
IA,bim_eighteenth-century_elements-of-the-practic_fordyce-george-1736-18_1770,"[Elements of the practice of physic. Part 11. Elements of the practice of physic. Part the first. Containing the natural history of the human body. By George Fordyce, ... 1770","Fordyce, George, 1736-1802.",1770,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_elements-of-the-practic_fordyce-george-1736-18_1770/bim_eighteenth-century_elements-of-the-practic_fordyce-george-1736-18_1770_djvu.txt,fordyce|elements of the practice of physic part 11
IA,bim_eighteenth-century_british-zoology_pennant-thomas_1770_4,British zoology... 1770: Vol 4,"Pennant, Thomas.",1770,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_british-zoology_pennant-thomas_1770_4/bim_eighteenth-century_british-zoology_pennant-thomas_1770_4_djvu.txt,pennant|british zoology 1770 vol 4
IA,driscoll_bx_205_series_9_sheet_music_cover_114,Sky Birds,"Koehl, August Joseph",1770,newberry,https://archive.org/download/driscoll_bx_205_series_9_sheet_music_cover_114/driscoll_bx_205_series_9_sheet_music_cover_114_djvu.txt,koehl|sky birds
IA,10075625bsb,Essays upon natural history ...,"Edwards, George",1770,german-online-libraries;booksbylanguage_german;booksbylanguage;fav-smith111,https://archive.org/download/10075625bsb/10075625bsb_djvu.txt,edwards|essays upon natural history
IA,bim_eighteenth-century_experiments-on-the-cause_caverhill-john_1770,"Experiments on the cause of heat in living animals, and velocity of the nervous fluid. By John Caverhill, ... 1770","[Caverhill, John].",1770,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_experiments-on-the-cause_caverhill-john_1770/bim_eighteenth-century_experiments-on-the-cause_caverhill-john_1770_djvu.txt,caverhill|experiments on the cause of heat in living
IA,paper-doi-10_1098_rstl_1770_0016,"A Letter from Captain Davies to John Ellis, Esquire, F. R. S. on a Method of Preparing Birds for Preservation",Tho. Davies,1770,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1770_0016/paper-doi-10_1098_rstl_1770_0016_djvu.txt,thodavies|letter from captain davies to john ellis esquire
IA,essaysuponnatur00edwagoog,"Essays Upon Natural History, and Other Miscellaneous Subjects,",George Edwards,1770,europeanlibraries,https://archive.org/download/essaysuponnatur00edwagoog/essaysuponnatur00edwagoog_djvu.txt,georgeedwards|essays upon natural history and other miscellaneous subjects
IA,bim_eighteenth-century_the-natural-history-of-t_hunter-john-f-r-s_1771,"The natural history of the human teeth: explaining their structure, use, formation, growth, and diseases. Illustrated with copper-plates. By John Hunter, ... 1771","Hunter, John, F. R. S.",1771,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_the-natural-history-of-t_hunter-john-f-r-s_1771/bim_eighteenth-century_the-natural-history-of-t_hunter-john-f-r-s_1771_djvu.txt,hunter|natural history of the human teeth explaining their
IA,bim_eighteenth-century_zoologia-ethica-a-disqui_jones-william_1771,"Zoologia ethica A disquisition concerning the Mosaic distinction of animals into clean and unclean. ... By William Jones, ... 1771","Jones, William",1771,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_zoologia-ethica-a-disqui_jones-william_1771/bim_eighteenth-century_zoologia-ethica-a-disqui_jones-william_1771_djvu.txt,jones|zoologia ethica a disquisition concerning the mosaic distinction
IA,bim_eighteenth-century_a-new-lottery-book-of-bi_1771,"A new lottery book of birds and beasts, for children to learn their letters by as soon as they can speak. 1771",,1771,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_a-new-lottery-book-of-bi_1771/bim_eighteenth-century_a-new-lottery-book-of-bi_1771_djvu.txt,|new lottery book of birds and beasts for
IA,paper-doi-10_1098_rstl_1771_0029,"Observations on Some Bivalve Insects, Found in Common Water, by Mr. Muller, of the New Academy of Sciences in Bavaria, and the Oeconomical Society at Bern; Communicated by R. H. A. Bennet, Esq; F. R. S.",Mr. Muller; R. H. A. Bennet,1771,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1771_0029/paper-doi-10_1098_rstl_1771_0029_djvu.txt,mrmullerrhabennet|observations on some bivalve insects found in common
IA,bim_eighteenth-century_micrographia-illustrata_adams-george_1771,"Micrographia illustrata: or, the microscope explained, in several new inventions, ... Likewise a natural history ... By George Adams, ... 1771","Adams, George.",1771,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_micrographia-illustrata_adams-george_1771/bim_eighteenth-century_micrographia-illustrata_adams-george_1771_djvu.txt,adams|micrographia illustrata or the microscope explained in several
IA,bim_eighteenth-century_an-experimental-inquiry-_hewson-william-frs_1771,"An experimental inquiry into the properties of the blood. With remarks on some of its morbid apperances: and an appendix, relating to the discovery of the lymphatic system in birds, fish, and the animals called amphibious. By ... 1771","Hewson, William, F.R.S..",1771,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_an-experimental-inquiry-_hewson-william-frs_1771/bim_eighteenth-century_an-experimental-inquiry-_hewson-william-frs_1771_djvu.txt,hewson|experimental inquiry into the properties of the blood
IA,travelsintonort00forsgoog,Travels Into North America: Containing Its Natural History ... with the ...,"Pehr Kalm, Johann Reinhold Forster",1771,europeanlibraries;fav-aoife_antevorta_gmail_com;fav-aru13;fav-ethan_mccullough;fav-jfm401;fav-kevinusma;fav-mobile_history;fav-prodigalson,https://archive.org/download/travelsintonort00forsgoog/travelsintonort00forsgoog_djvu.txt,pehrkalm|travels into north america containing its natural history
IA,bim_eighteenth-century_a-new-and-accurate-syste_brookes-richard-md_1771_2,A new and accurate system of natural history. 1771: Vol 2,"Brookes, Richard, M.D.",1771,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_a-new-and-accurate-syste_brookes-richard-md_1771_2/bim_eighteenth-century_a-new-and-accurate-syste_brookes-richard-md_1771_2_djvu.txt,brookes|new and accurate system of natural history 1771
IA,bim_eighteenth-century_elements-of-the-practice_fordyce-george_1771,"Elements of the practice of physic, in two parts. Part I. containing, The natural history of the human body. Part II. the history and methods of treating fevers, ... 1771","Fordyce, George.",1771,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_elements-of-the-practice_fordyce-george_1771/bim_eighteenth-century_elements-of-the-practice_fordyce-george_1771_djvu.txt,fordyce|elements of the practice of physic in two
IA,bim_eighteenth-century_synopsis-of-quadrupeds_pennant-thomas-natura_1771,Synopsis of quadrupeds 1771,"[Pennant, Thomas, Naturalist].",1771,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_synopsis-of-quadrupeds_pennant-thomas-natura_1771/bim_eighteenth-century_synopsis-of-quadrupeds_pennant-thomas-natura_1771_djvu.txt,pennant|synopsis of quadrupeds 1771
IA,paper-doi-10_1098_rstl_1772_0024,"A Letter from Mr. Christopher Gullet to Matthew Maty, M. D. Sec. R. S. on the Effects of Elder, in Preserving Growing Plants from Insects and Flies",C. Gullet,1772,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1772_0024/paper-doi-10_1098_rstl_1772_0024_djvu.txt,cgullet|letter from mr christopher gullet to matthew maty
IA,bim_eighteenth-century_a-new-accurate-system-of_brookes-richard-md_1772_5,A New Accurate System of Natural History 1772: Vol 5,"Brookes, Richard, M.D.",1772,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_a-new-accurate-system-of_brookes-richard-md_1772_5/bim_eighteenth-century_a-new-accurate-system-of_brookes-richard-md_1772_5_djvu.txt,brookes|new accurate system of natural history 1772 vol
IA,anessaytowardsa00ruttgoog,"An essay towards a natural history of the county of Dublin, accommodated to ...",John Rutty,1772,europeanlibraries;fav-iarebaboon;fav-mariannen,https://archive.org/download/anessaytowardsa00ruttgoog/anessaytowardsa00ruttgoog_djvu.txt,johnrutty|essay towards a natural history of the county
IA,bim_eighteenth-century_fundamenta-entomologiae_bladh-andreas-joannes_1772,"Fundamenta entomologiae: or, an introduction to the knowledge of insects. Being a translation of the fundamenta entomologiae of Linnaeus, farther illustrated with copper plates and additions by W. Curtis, Apothecary. 1772","[Bladh, Andreas Joannes].",1772,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_fundamenta-entomologiae_bladh-andreas-joannes_1772/bim_eighteenth-century_fundamenta-entomologiae_bladh-andreas-joannes_1772_djvu.txt,bladh|fundamenta entomologiae or an introduction to the knowledge
IA,10229808bsb,The natural history of the tea-tree,"Lettsom, John Coakley",1772,german-online-libraries;booksbylanguage_german;booksbylanguage,https://archive.org/download/10229808bsb/10229808bsb_djvu.txt,lettsom|natural history of the tea tree
IA,bim_eighteenth-century_a-new-and-accurate-syste_brookes-richard-md_1772_6,A new and accurate system of natural history. 1772: Vol 6,"Brookes, Richard, M.D.",1772,pub_eighteenth-century;bim_microfilm;microfilm;fav-kiyara_phoenix-pronay,https://archive.org/download/bim_eighteenth-century_a-new-and-accurate-syste_brookes-richard-md_1772_6/bim_eighteenth-century_a-new-and-accurate-syste_brookes-richard-md_1772_6_djvu.txt,brookes|new and accurate system of natural history 1772
IA,bim_eighteenth-century_the-natural-history-of-t_lettsom-john-coakley_1772,"The natural history of the tea-tree, with observations on the medical qualities of tea, and effects of tea-drinking. By John Coakley Lettsom, ... 1772","Lettsom, John Coakley.",1772,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_the-natural-history-of-t_lettsom-john-coakley_1772/bim_eighteenth-century_the-natural-history-of-t_lettsom-john-coakley_1772_djvu.txt,lettsom|natural history of the tea tree with observations
IA,bim_eighteenth-century_the-naturalists-and-tra_lettsom-john-coakley_1772,"The naturalist's and traveller's companion. Containing instructions for discovering and preserving objects of natural history, under the following heads: ... 1772","[Lettsom, John Coakley].",1772,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_the-naturalists-and-tra_lettsom-john-coakley_1772/bim_eighteenth-century_the-naturalists-and-tra_lettsom-john-coakley_1772_djvu.txt,lettsom|naturalist s and traveller s companion containing instructions
IA,paper-doi-10_1098_rstl_1772_0022,"An Essay on the Periodical Appearing and Disappearing of Certain Birds, at Different Times of the Year. In a Letter from the Honourable Daines Barrington, Vice-Pres. R. S. to William Watson, M. D. F. R. S.",D. Barrington,1772,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1772_0022/paper-doi-10_1098_rstl_1772_0022_djvu.txt,dbarrington|essay on the periodical appearing and disappearing of
IA,paper-doi-10_1098_rstl_1772_0030,"An Account of the Birds Sent from Hudson's Bay; With Observations Relative to Their Natural History; And Latin Descriptions of Some of the Most Uncommon. By J. R. Forster, F. R. S.",J. R. Forster,1772,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1772_0030/paper-doi-10_1098_rstl_1772_0030_djvu.txt,jrforster|account of the birds sent from hudson s
IA,bub_gb_jNW4-K2f8OMC,"A General Natural History Or, New and Accurate Descriptions of the Animals, Vegetables, and Minerals of the Various Parts of the World; with the Virtues, and Uses, in Medecine and Mechanics ... by John Hill .. A history of plants. By John Hill",,1773,europeanlibraries,https://archive.org/download/bub_gb_jNW4-K2f8OMC/bub_gb_jNW4-K2f8OMC_djvu.txt,|general natural history or new and accurate descriptions
IA,paper-doi-10_1098_rstl_1773_0018,"An Account of Some Curious Fishes, Sent from Hudson's Bay; By Mr. John Reinhold Forster, F. R. S. in a Letter to Thomas Pennant, Esq; F. R. S.",J. R. Forster,1773,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1773_0018/paper-doi-10_1098_rstl_1773_0018_djvu.txt,jrforster|account of some curious fishes sent from hudson
IA,bim_eighteenth-century_this-is-to-acquaint-the-_hilton-j_1773,"This is to acquaint the nobility and gentry ..., there is to be seen, ... at the Old Golden Wool Pack in Dale Street, Liverpool, (for three days) ... the two very curious and matchless diamond-cut animals, ... Also the curious piece of jewellery, transparent set, with the new discovered English stones, by J. Hilton, Jeweller, and proprietor of the above, which was by him presented to her Majesty, July 16, 1773, ... 1773","Hilton, J.",1773,pub_eighteenth-century;bim_microfilm;microfilm;fav-alex_butler619,https://archive.org/download/bim_eighteenth-century_this-is-to-acquaint-the-_hilton-j_1773/bim_eighteenth-century_this-is-to-acquaint-the-_hilton-j_1773_djvu.txt,hilton|this is to acquaint the nobility and gentry
IA,paper-doi-10_1098_rstl_1773_0031,"Experiments and Observations on the Singing of Birds, by the Hon. Daines Barrington, Vice Pres. R. S. In a Letter to Mathew Maty, M. D. Sec. R. S.",D. Barrington,1773,paper_doi_mirrored_texts;journals,https://archive.org/download/paper-doi-10_1098_rstl_1773_0031/paper-doi-10_1098_rstl_1773_0031_djvu.txt,dbarrington|experiments and observations on the singing of birds
IA,bim_eighteenth-century_institutions-of-entomolo_linn-carl-von_1773,"Institutions of entomology: being a translation of Linnæus's Ordines et genera insectorum; or, systematic arrangement of insects. Collated with the different systems of Geoffroy, Schæffer and Scopoli; together with observations of the translator. B","Linné, Carl von",1773,pub_eighteenth-century;bim_microfilm;microfilm,https://archive.org/download/bim_eighteenth-century_institutions-of-entomolo_linn-carl-von_1773/bim_eighteenth-century_institutions-of-entomolo_linn-carl-von_1773_djvu.txt,linn|institutions of entomology being a translation of linn
IA,illustrationsna00drurgoog,Illustrations of Natural History.: Wherein are Exhibited Upwards of Two Hundred and Forty ...,Dru Drury,1773,europeanlibraries,https://archive.org/download/illustrationsna00drurgoog/illustrationsna00drurgoog_djvu.txt,drudrury|illustrations of natural history wherein are exhibited upwards
IA,10307269bsb,Genera of birds,"Pennant, Thomas",1773,german-online-libraries;booksbylanguage_german;booksbylanguage,https://archive.org/download/10307269bsb/10307269bsb_djvu.txt,pennant|genera of birds
IA,bub_gb_da8WAAAAQAAJ,Genera of Birds,Thomas Pennant,1773,europeanlibraries;fav-maggiesdaisy,https://archive.org/download/bub_gb_da8WAAAAQAAJ/bub_gb_da8WAAAAQAAJ_djvu.txt,thomaspennant|genera of birds
